"","zcta","total population","Death Count","non-Hisp White","non-Hisp Black","Hisp or Latino","Poverty","Edu1","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8"
"1517",95688,34379,214,21276,1398,8426,2737,2566,1171,2445,3460,3210,3836,1675,787,396,1038,2399,3355,3350,4119,1695,873,570
"1518",95689,1244,14,1144,6,47,16,88,10,33,50,56,187,161,82,38,12,36,49,46,222,151,76,35
"1519",95690,2533,23.6666666666667,1032,26,1284,225,196,99,193,260,251,281,165,70,34,68,180,198,215,252,125,79,63
"1520",95691,34737,217.666666666667,17311,1622,9342,4934,3590,1559,2510,3484,4182,3190,1275,546,322,1400,2336,3684,4216,3426,1391,674,542
"1521",95692,4769,30,3409,36,785,1034,586,185,353,492,455,502,174,113,50,161,399,469,490,505,201,142,78
"1522",95693,6758,51,4928,205,943,769,407,165,477,562,485,888,463,237,94,165,441,554,521,962,407,224,113
"1523",95694,9156,47.3333333333333,4257,67,4494,1237,1652,287,667,1039,836,1121,410,192,98,266,623,932,850,1089,403,206,137
"1524",95695,37946,348.666666666667,18833,406,16459,4053,4819,1387,2594,4083,3492,3831,1733,845,614,1331,2527,3742,3553,4134,1904,1128,1048
"1525",95697,425,4.66666666666667,124,0,293,123,56,12,43,27,36,51,17,12,4,13,37,53,45,50,14,5,6
"1526",95698,236,1.33333333333333,149,2,83,0,83,7,14,11,23,34,14,8,9,2,17,19,23,29,15,8,3
"1527",95699,154,1.33333333333333,141,0,8,0,0,0,14,9,17,16,15,8,2,1,7,9,10,20,15,7,4
"1528",95701,983,5.66666666666666,918,1,34,68,16,28,57,75,65,183,79,26,11,17,46,59,64,163,71,22,17
"1529",95703,897,14.6666666666667,787,8,56,45,26,24,50,81,64,129,80,29,16,21,51,71,48,122,65,28,18
"1530",95709,4772,43.6666666666667,3984,6,584,235,190,118,286,370,339,604,348,229,100,119,280,335,330,626,334,227,127
"1531",95713,9495,66.3333333333333,8320,34,680,761,476,224,603,794,742,1307,665,298,145,212,536,710,788,1329,633,308,201
"1532",95714,382,5.66666666666666,334,0,19,47,5,6,15,28,21,64,44,18,13,3,16,19,28,55,28,18,6
"1533",95715,115,0.666666666666667,95,0,5,0,0,1,10,6,11,29,4,4,0,2,6,7,8,21,1,3,2
"1534",95717,231,2.66666666666667,203,0,20,6,26,8,2,11,13,47,22,13,4,5,9,13,12,31,22,9,10
"1535",95720,157,0.999999999999999,115,1,13,9,12,3,8,6,12,27,15,5,1,3,6,7,10,27,21,3,3
"1536",95721,37,0.333333333333333,35,0,2,0,0,0,1,3,4,7,3,3,1,0,0,0,3,5,5,2,0
"1537",95722,4585,33.3333333333333,4147,4,243,145,130,67,268,382,276,658,368,203,82,77,228,296,303,730,354,185,108
"1538",95724,27,0,21,1,1,0,0,0,0,15,3,3,1,0,0,1,0,2,1,0,0,0,1
"1539",95726,8842,76.3333333333333,7728,21,669,1113,688,242,518,679,739,1173,660,322,140,223,495,641,691,1266,612,296,145
"1540",95728,386,0.666666666666666,352,0,15,0,0,12,14,35,50,69,34,14,3,2,13,21,32,46,30,10,1
"1541",95735,68,0,63,0,3,0,0,2,3,1,7,14,9,2,2,3,0,1,7,7,7,2,1
"1542",95736,240,10.6666666666667,163,10,28,31,0,7,12,51,23,26,4,4,2,1,5,45,17,29,7,5,2
"1543",95742,7749,15.6666666666667,3383,486,920,277,422,508,588,707,1235,583,190,68,24,447,545,804,1144,580,214,69,43
"1544",95746,21460,126.333333333333,17712,180,1313,1024,528,385,1809,1774,1310,3167,1291,600,289,404,1687,1550,1663,3300,1242,570,419
"1545",95747,51870,330,36955,1142,6021,2831,1480,1847,4296,4119,5434,4747,1779,1532,1011,1819,4203,4250,5962,5069,2373,2088,1341
"1546",95757,40222,105,11135,5308,7350,2741,3056,1785,3821,4213,5277,3533,995,484,184,1730,3574,3636,5405,3380,1239,657,309
"1547",95758,60435,231.333333333333,22211,7718,11780,6968,4267,2189,5074,6268,5904,6239,1844,908,456,2079,4871,6363,6981,6992,2324,1213,730
"1548",95762,38797,150,29618,567,3550,1125,774,1178,3612,2829,3538,4945,1832,858,328,1071,3488,2772,4157,4963,1885,851,490
"1549",95765,33974,124,25018,518,3806,1341,751,1139,3184,3257,3576,3379,977,539,352,1061,3049,3349,4094,3485,1191,733,609
"1550",95776,21902,64.9999999999999,7228,335,11185,2426,3104,949,1842,2795,2401,1987,610,268,143,939,1779,2506,2493,1979,651,329,231
"1551",95811,7595,21.6666666666667,3924,947,1454,1710,758,123,175,1123,1242,1166,302,83,51,115,209,1168,788,666,220,85,79
"1552",95814,9922,122.666666666667,5071,1324,2047,1725,1635,91,114,2015,1729,1278,521,271,190,67,118,1224,706,656,351,260,331
"1553",95815,24680,198.666666666667,8667,2688,9690,7513,4917,1118,1815,3010,2569,2461,868,410,203,1065,1730,3115,2299,2333,866,474,344
"1554",95816,15579,126.333333333333,11070,608,2453,1891,975,277,356,2157,2240,1542,655,235,155,231,376,2526,1966,1436,692,309,426
"1555",95817,13534,111,5692,2549,3418,3959,1662,444,713,1669,1473,1185,465,231,146,454,752,1893,1555,1337,528,384,305
"1556",95818,19811,150.333333333333,11520,1578,3096,3191,1595,636,993,1595,2264,2096,995,419,276,652,1054,1909,2298,2448,1149,478,549
"1557",95819,17141,134.666666666667,13068,387,2159,1017,495,454,740,1822,1761,1668,871,366,296,454,776,2063,1900,1918,993,460,599
"1558",95820,34480,293.333333333333,10662,3825,14425,8204,6162,1366,2508,3928,3558,3179,1215,600,397,1392,2529,3844,3666,3438,1392,759,709
"1559",95821,33550,337,21115,2767,6326,6563,2830,1129,1913,3245,3192,3527,1515,822,643,1093,1923,3333,3238,3913,1872,1111,1081
"1560",95822,42347,443.333333333334,11754,7036,12607,7619,5719,1536,2948,4415,3656,3941,1736,1153,913,1434,2931,4252,3907,4383,2082,1554,1506
"1561",95823,73985,456.666666666667,11083,16253,24849,19078,11167,3420,6388,9165,6825,5741,2246,1188,636,3402,6110,9550,7303,6654,2704,1637,1016
"1562",95824,30221,209.666666666667,4807,2721,13072,10149,7549,1431,2586,4009,3054,2562,859,459,303,1345,2467,3658,2903,2489,1037,593,466
"1563",95825,31084,322.333333333333,15210,3683,7835,6252,2521,1052,1455,4399,3071,2422,1058,616,602,1061,1315,4866,2860,2723,1406,871,1307
"1564",95826,36628,250.333333333333,20079,3574,7284,6258,2041,1201,2047,5139,3502,3190,1469,854,414,1119,1817,5157,3556,3505,1820,1117,721
"1565",95827,20269,139,10836,2331,3793,2580,1942,708,1398,2482,1988,2017,838,406,194,670,1288,2248,2008,2233,940,519,332
"1566",95828,57862,383.666666666667,13471,8372,14457,10726,9346,2297,4690,7165,5426,5119,2122,1075,624,2109,4440,6650,5512,5676,2507,1531,919
"1567",95829,24755,98.3333333333334,9212,2332,4435,3221,1824,911,2181,2667,2526,2572,821,357,139,845,2124,2562,2794,2780,832,399,245
"1568",95830,934,5.33333333333333,541,34,163,60,69,19,72,96,86,123,64,23,8,23,70,58,87,106,49,31,19
"1569",95831,41321,340.333333333333,15530,5412,6370,2912,2686,1114,2258,3814,3120,4497,2347,1369,901,1007,2114,3898,3520,5486,2780,1620,1476
"1570",95832,11924,63.6666666666667,1234,2557,3328,3678,2248,603,1108,1720,965,826,300,167,74,554,1114,1791,1088,917,369,212,116
"1571",95833,37293,168.666666666667,12268,5159,13886,4894,3507,1545,2538,4905,4175,3226,1121,452,228,1446,2513,4967,4301,3730,1273,556,317
"1572",95834,25899,73.9999999999999,7564,4088,7096,3473,1648,1296,1859,3476,3053,1826,665,261,102,1182,1801,3857,3134,2118,742,358,169
"1573",95835,35936,108.333333333333,13306,4609,6380,2779,1618,1697,2747,3522,5012,2621,1176,439,175,1718,2489,3777,5276,2988,1391,596,312
"1574",95837,315,4.66666666666666,239,5,41,21,51,4,19,18,21,46,35,11,6,6,16,20,20,46,30,11,6
"1575",95838,36764,262.666666666667,9540,6457,11246,9135,5917,1769,3186,4772,3527,3135,1038,499,259,1697,3117,4727,3498,3295,1161,634,450
"1576",95841,19448,163.666666666667,12340,1882,3168,3789,1665,787,1239,2376,1923,1694,645,440,243,751,1152,2488,1949,1896,917,531,417
"1577",95842,31806,175,17131,3492,7429,6564,3173,1464,2427,3893,3144,2845,923,503,258,1361,2255,4075,3263,3200,1191,695,309
"1578",95843,45048,166,25833,3839,6508,4071,2317,1738,3963,5135,4648,4357,1282,541,205,1672,3943,5202,5186,4709,1435,707,325
"1579",95864,22447,219,17342,621,2392,1272,655,588,1404,1714,1728,2516,1271,762,630,592,1364,1651,1941,2864,1481,924,1017
"1580",95901,31314,273.666666666667,17895,1039,7997,6640,4409,1316,2440,3761,2912,3000,1207,699,325,1265,2267,3625,2786,3063,1251,790,607
"1581",95903,1732,0,1130,157,247,157,18,137,144,526,150,28,3,0,0,130,136,285,169,20,3,1,0
"1582",95910,86,1.66666666666667,82,0,2,9,8,3,4,7,2,16,10,5,1,2,0,5,2,22,5,1,1
"1583",95912,4685,23,1731,18,2766,831,796,227,415,551,450,454,176,89,51,183,365,514,433,434,181,88,74
"1584",95914,578,11.6666666666667,495,7,40,137,71,15,30,41,44,78,39,31,12,16,27,41,39,87,45,17,16
"1585",95915,44,0.666666666666666,42,0,0,56,0,1,0,2,3,12,6,2,0,1,1,1,2,11,2,0,0
"1586",95916,1441,16.3333333333333,1213,8,93,251,204,18,52,113,89,239,163,56,37,21,45,83,64,236,116,76,33
"1587",95917,3155,22.6666666666667,2081,27,868,814,559,109,245,329,277,357,153,74,32,94,246,306,276,356,146,89,66
"1588",95918,2339,16,1921,14,197,189,86,57,139,166,173,319,201,105,31,62,138,138,178,323,179,96,34
"1589",95919,1378,18.6666666666667,1159,4,86,464,53,42,88,104,86,172,104,63,33,26,61,98,95,171,119,75,41
"1590",95920,274,0.333333333333333,143,4,112,29,69,7,27,35,29,34,16,5,2,7,20,22,23,24,10,7,6
"1591",95922,687,6,555,1,56,120,35,22,36,48,59,92,71,31,13,10,23,45,53,93,60,24,7
"1592",95923,58,2,56,0,0,0,0,1,2,6,9,9,6,3,1,0,4,1,5,4,3,4,0
"1593",95925,295,2,227,6,27,31,25,7,23,26,31,39,17,5,6,9,29,13,27,36,12,11,4
"1594",95926,37725,268.333333333333,28298,834,5261,10069,2013,972,1840,7856,2965,2760,1342,625,463,940,1678,7207,2718,3065,1524,877,893
"1595",95928,36511,244,26737,571,5946,7973,1949,933,1906,6801,3103,2992,1479,594,500,899,1879,6157,2841,3158,1520,778,971
"1596",95930,69,2.33333333333333,60,0,1,0,0,2,1,7,7,7,11,1,1,2,2,3,7,4,10,2,2
"1597",95932,7718,53,3600,46,3661,852,1032,339,652,720,727,757,379,189,116,325,561,714,716,773,377,216,157
"1598",95934,274,4,227,1,30,25,0,9,16,19,19,36,21,13,5,7,15,11,14,42,29,14,4
"1599",95935,631,8.33333333333333,508,3,40,43,141,17,51,49,43,97,52,21,14,10,29,39,41,86,53,13,16
"1600",95936,352,3.66666666666667,322,0,13,62,0,5,11,22,21,48,44,20,15,7,8,21,18,43,35,26,8
"1601",95937,1491,14.6666666666667,730,107,576,315,209,39,98,111,132,141,92,71,29,61,108,133,107,155,113,59,42
"1602",95938,3787,22,3173,11,456,278,56,95,266,380,305,467,240,92,46,87,259,323,325,499,235,101,67
"1603",95939,604,3.33333333333333,333,30,71,211,99,14,31,80,89,81,24,25,12,10,28,43,41,58,28,28,12
"1604",95941,563,7.66666666666666,479,4,29,118,56,12,26,34,30,90,50,39,12,6,20,26,33,82,59,25,19
"1605",95942,1301,9.33333333333334,1191,7,54,118,52,20,53,83,99,198,135,54,15,44,64,68,91,215,97,48,17
"1606",95943,879,8,694,0,173,105,116,29,83,91,76,95,43,32,14,28,69,73,73,83,45,24,21
"1607",95944,46,0.666666666666667,45,0,0,0,98,1,1,2,4,10,6,2,1,0,0,2,2,9,3,3,0
"1608",95945,25199,349.666666666667,21739,68,2048,3447,1597,621,1336,2240,1832,2653,1685,804,635,603,1296,2098,1852,3214,1790,1074,1466
"1609",95946,9790,105,8693,31,602,596,208,188,521,643,598,1006,858,603,355,177,517,608,610,1194,958,572,382
"1610",95947,1899,23.6666666666667,1423,3,190,337,269,51,106,151,141,223,163,80,28,37,104,146,140,260,153,74,42
"1611",95948,10810,112.666666666667,5655,43,4396,2056,2005,401,852,1189,969,985,486,303,176,435,798,1049,977,999,521,380,290
"1612",95949,19741,178.666666666667,17628,65,1206,1404,802,381,1089,1480,1318,2425,1666,923,492,325,980,1304,1264,2821,1737,917,619
"1613",95950,569,3,171,0,378,304,215,21,47,65,60,55,24,16,8,23,56,47,47,57,18,17,8
"1614",95951,2601,8.33333333333333,354,10,2159,833,871,117,209,352,266,229,92,40,25,121,229,316,243,198,87,50,27
"1615",95953,10718,77.6666666666667,4466,122,4634,2204,1860,379,850,1134,997,977,438,263,121,427,885,1119,1140,1028,470,272,218
"1616",95954,12251,139.333333333333,10727,41,826,2058,965,284,686,987,852,1412,906,629,338,283,626,852,882,1472,996,649,397
"1617",95955,1517,10.3333333333333,795,13,661,248,297,58,132,176,145,150,75,31,29,52,106,130,129,153,73,37,41
"1618",95956,401,4.66666666666666,364,0,21,11,26,6,19,30,28,57,36,23,7,4,15,26,23,69,44,10,4
"1619",95957,761,8.66666666666666,488,2,213,109,103,25,48,53,73,117,39,34,9,18,49,61,56,86,44,25,24
"1620",95959,17838,152.333333333333,15932,95,985,2567,397,305,934,1356,1337,2391,1701,668,359,308,859,1183,1216,2551,1588,656,426
"1621",95960,796,7.66666666666666,673,2,25,225,24,22,46,61,75,116,68,27,7,11,28,62,59,116,61,22,15
"1622",95961,26510,135.333333333333,13459,851,8474,5243,4005,1374,2493,2974,2928,2219,783,422,163,1271,2301,3083,2821,2141,894,426,217
"1623",95962,1567,14.3333333333333,1359,7,97,115,41,31,95,78,138,250,134,49,24,32,80,81,132,238,136,45,24
"1624",95963,15493,117.333333333333,9030,79,5610,2240,2260,595,1246,1574,1366,1568,744,409,238,586,1163,1466,1416,1599,706,446,371
"1625",95965,20384,217,13789,345,2562,5359,3019,749,1406,2564,1743,2072,1003,515,251,756,1394,2254,1609,2075,1023,591,379
"1626",95966,30643,402.333333333334,22072,742,3657,5671,4134,897,1958,2912,2307,3220,1897,1180,714,943,1833,2705,2322,3335,2102,1277,1041
"1627",95968,1412,18.3333333333333,769,3,462,257,346,51,106,137,153,145,63,49,15,51,109,136,128,134,71,49,15
"1628",95969,27549,461.666666666667,24188,107,1903,4097,2040,597,1307,2113,1894,3194,1890,1179,948,603,1286,1996,1856,3517,2142,1445,1582
"1629",95970,530,5.33333333333333,357,0,161,38,55,14,31,50,34,78,45,17,8,11,37,43,43,64,27,20,8
"1630",95971,5970,49,5075,141,370,950,343,143,295,626,432,726,407,219,101,127,337,534,454,765,412,229,163
"1631",95973,31957,246.333333333333,24627,386,4555,3076,1906,1086,2197,3351,3217,3247,1443,692,455,981,2137,3274,3080,3522,1552,815,908
"1632",95974,8,5.33333333333333,8,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,0,0,0,0,1
"1633",95975,1769,18.3333333333333,1560,5,96,124,70,34,93,112,139,250,154,80,28,43,64,119,131,260,153,67,42
"1634",95977,1678,11.3333333333333,1419,0,160,253,15,48,105,138,157,213,119,38,21,39,117,133,160,220,104,47,19
"1635",95978,143,0.999999999999999,116,1,10,30,0,9,8,16,12,14,9,4,0,6,5,19,6,12,12,6,5
"1636",95979,597,10,437,35,92,27,122,7,23,74,32,80,55,37,21,8,20,26,33,84,41,38,18
"1637",95981,97,2.66666666666667,77,1,10,18,14,3,3,4,6,14,11,7,0,5,6,9,5,10,11,3,0
"1638",95982,3221,28.3333333333333,2571,15,448,260,186,106,247,357,264,399,168,86,27,93,213,275,281,417,140,90,58
"1639",95983,428,3.66666666666667,385,0,13,192,96,5,19,25,32,62,37,21,16,3,25,22,22,74,24,21,20
"1640",95984,120,0.333333333333333,102,0,15,0,9,1,0,6,4,23,16,5,5,1,3,5,4,24,16,5,2
"1641",95986,162,2,145,0,8,19,0,2,8,18,13,29,16,4,6,1,1,8,7,31,10,3,5
"1642",95987,5992,34.3333333333333,1568,56,4137,757,1376,329,508,784,610,511,226,109,53,260,493,641,593,466,208,86,115
"1643",95988,8857,82.6666666666667,5563,72,2546,1781,1189,368,672,933,776,901,437,226,130,334,647,885,738,911,416,290,193
"1644",95991,40593,335.333333333333,20022,935,14134,7875,6191,1797,3246,4801,4013,3470,1395,864,466,1818,3122,4480,3820,3600,1693,1097,911
"1645",95993,36067,233.666666666667,18046,624,6903,3292,4083,1207,2742,3781,3394,3596,1679,1069,491,1083,2590,3536,3478,3647,1863,1207,704
"1646",96001,33865,359.333333333333,28234,381,2492,5778,2449,956,2199,3298,2890,3790,1929,1075,598,940,2020,3023,2830,4164,2075,1145,933
"1647",96002,33298,366.666666666667,26067,346,3429,6297,2414,1168,2308,3603,2869,3051,1566,1030,633,1092,2171,3457,2880,3393,1807,1260,1010
"1648",96003,44461,470,37261,421,3337,8005,3244,1257,2656,4823,3548,4572,2522,1338,841,1192,2537,4766,3611,4929,2696,1703,1470
"1649",96006,557,8,472,3,66,30,73,13,37,35,42,61,44,27,13,16,34,41,37,68,41,32,16
"1650",96007,22841,276.666666666667,18389,117,2377,3998,2578,797,1513,2215,1941,2421,1278,681,350,687,1422,2102,1947,2712,1432,804,539
"1651",96008,1231,15.3333333333333,1084,4,72,194,177,28,85,91,99,182,86,37,14,28,79,87,106,172,77,40,20
"1652",96009,569,4,469,1,81,32,30,10,47,43,49,75,37,27,7,14,34,37,53,72,32,18,14
"1653",96010,239,2.33333333333333,193,2,19,26,19,7,14,20,13,43,16,14,6,3,9,17,9,36,13,14,5
"1654",96011,218,2.66666666666666,168,0,8,115,22,7,9,17,15,37,24,6,3,7,12,16,16,24,14,3,8
"1655",96013,4212,53,3388,14,419,702,524,150,290,308,346,476,282,150,62,136,255,322,343,499,314,162,117
"1656",96014,211,2.66666666666667,182,0,9,0,8,7,8,15,16,25,28,12,1,3,8,15,9,34,15,14,1
"1657",96015,465,2.66666666666666,399,2,38,181,58,13,23,50,27,41,31,29,9,12,37,43,39,52,35,20,4
"1658",96016,366,6.66666666666666,340,0,13,0,54,10,17,20,23,36,43,28,14,9,12,15,19,32,53,23,12
"1659",96017,171,4.66666666666666,148,0,12,54,14,6,12,9,15,27,21,10,2,5,5,11,10,14,15,5,4
"1660",96019,10082,92,8221,56,862,1476,1052,347,735,980,929,1105,525,256,152,318,647,928,928,1124,557,312,239
"1661",96020,2416,22,2080,8,189,204,137,57,143,193,185,300,225,88,32,55,115,183,177,304,212,82,65
"1662",96021,16097,155.333333333333,9322,79,5874,3125,2761,702,1225,1727,1357,1558,777,478,188,630,1239,1646,1342,1576,836,534,282
"1663",96022,15768,138.333333333333,13417,42,1292,2323,1857,459,1157,1310,1359,1830,1017,495,203,428,1088,1253,1399,1946,1049,516,259
"1664",96023,1240,14,920,16,232,227,144,45,86,120,99,127,96,39,24,32,67,105,97,146,80,47,30
"1665",96024,1145,10.6666666666667,979,3,83,243,46,22,60,76,77,168,107,59,22,30,59,72,82,170,83,44,14
"1666",96025,2310,32.3333333333333,1881,50,231,532,326,65,130,207,179,291,200,66,50,64,113,143,170,289,170,97,76
"1667",96027,2227,22.6666666666667,1904,4,94,336,209,68,152,141,152,287,206,85,53,50,118,125,152,299,174,99,66
"1668",96028,1464,21.3333333333333,1189,1,183,330,81,57,91,115,81,154,134,71,41,41,79,101,96,164,103,78,58
"1669",96029,124,0.999999999999999,99,0,19,16,6,2,3,11,5,21,13,2,4,5,8,6,8,20,11,1,4
"1670",96031,158,2,112,0,1,64,13,2,6,12,8,29,25,6,4,2,9,7,9,20,15,1,3
"1671",96032,2407,25,1880,38,202,302,136,64,127,227,224,270,183,109,46,44,176,155,165,290,169,97,61
"1672",96033,432,2.33333333333333,366,3,28,68,54,14,19,30,24,73,40,16,8,7,21,25,28,61,37,22,7
"1673",96034,294,5.33333333333333,238,1,24,30,86,7,16,20,20,43,24,18,8,5,18,18,15,36,20,20,6
"1674",96035,3324,28.6666666666667,1847,16,1288,497,610,137,263,345,287,361,172,100,36,107,223,337,264,366,175,102,49
"1675",96037,308,4,238,0,36,84,42,8,14,18,21,40,29,12,10,6,10,21,22,54,28,8,7
"1676",96038,589,11.6666666666667,504,2,24,84,47,24,35,45,49,58,46,31,13,17,32,36,41,68,35,27,32
"1677",96039,1251,13.3333333333333,813,2,88,272,118,29,65,115,97,162,111,39,24,42,53,99,88,160,98,40,29
"1678",96040,341,4.33333333333333,251,4,31,25,57,14,17,26,23,34,35,11,11,15,8,29,21,40,33,10,14
"1679",96041,2747,34.6666666666667,2208,3,204,496,260,62,120,229,213,391,241,121,53,60,152,206,200,358,181,107,53
"1680",96044,1022,12.3333333333333,856,5,60,275,111,18,54,64,58,140,93,58,30,24,47,53,62,140,92,61,28
"1681",96046,304,3,249,0,20,51,10,11,11,31,17,49,37,11,6,3,6,23,21,42,22,9,5
"1682",96047,1004,10.3333333333333,824,6,77,112,67,18,48,75,79,143,85,48,15,20,44,84,70,148,82,26,19
"1683",96048,736,8.66666666666666,628,0,47,170,91,13,26,53,49,103,78,40,12,15,36,40,42,113,71,33,12
"1684",96049,95,0,72,0,10,68,12,3,3,8,6,8,17,3,2,1,6,3,8,17,7,3,0
"1685",96050,414,5.66666666666666,360,0,13,146,30,6,11,17,27,65,50,28,10,6,15,20,24,63,44,16,12
"1686",96051,1139,10.6666666666667,1038,0,35,77,56,13,31,56,60,206,136,69,23,13,21,53,51,188,130,56,33
"1687",96052,1460,20.3333333333333,1214,29,127,301,228,26,59,114,152,193,143,78,31,20,51,82,88,184,149,54,36
"1688",96054,366,6.33333333333333,321,0,24,102,56,3,20,26,26,47,35,18,6,7,24,19,32,51,28,16,8
"1689",96055,3935,47,2939,14,761,894,672,92,259,310,315,458,265,163,80,135,233,306,323,457,275,177,87
"1690",96056,1642,15.3333333333333,1317,2,257,123,100,30,88,132,115,220,140,85,35,38,86,97,120,217,138,65,36
"1691",96057,1355,18,1214,9,82,284,108,25,67,80,78,187,140,65,39,27,60,82,86,161,135,61,62
"1692",96058,798,3.66666666666667,470,0,264,103,73,28,58,74,84,101,52,23,11,22,64,49,57,96,44,24,11
"1693",96059,688,6,576,1,58,27,74,9,22,45,42,95,70,55,14,10,38,32,48,88,76,35,9
"1694",96061,36,0.333333333333333,34,0,1,0,0,0,0,1,1,6,7,3,2,0,0,1,0,3,9,2,1
"1695",96062,1105,10.3333333333333,964,3,75,50,38,33,69,75,86,136,81,30,25,26,75,89,85,145,87,39,24
"1696",96063,125,1.33333333333333,114,0,4,4,3,3,7,4,9,15,13,8,5,4,5,4,7,23,9,7,2
"1697",96064,4574,48,3921,25,302,602,389,118,257,359,375,525,350,221,83,132,263,343,327,590,340,182,109
"1698",96065,357,4.33333333333333,270,7,19,41,55,8,16,46,21,50,33,16,6,5,18,22,23,37,27,19,10
"1699",96067,7165,81.3333333333333,6186,75,501,806,222,143,366,533,484,874,631,261,128,125,378,506,520,1039,653,301,223
"1700",96068,183,2,107,17,39,19,99,4,9,43,44,27,9,6,0,1,5,4,10,9,7,3,2
"1701",96069,982,13,889,6,38,50,73,14,61,61,81,141,99,43,12,14,46,59,70,148,79,30,24
"1702",96071,125,3,118,0,3,8,8,0,0,3,3,18,20,12,7,1,2,3,5,13,22,11,5
"1703",96073,4082,38.3333333333334,3671,17,206,483,179,79,237,343,212,536,363,192,73,66,227,300,260,586,335,182,91
"1704",96074,260,3,172,24,54,14,97,5,7,43,64,32,17,5,8,3,8,10,11,22,11,6,8
"1705",96075,369,2.66666666666667,290,22,41,105,100,6,13,40,63,60,22,11,11,6,19,9,22,40,25,16,6
"1706",96076,166,2,143,0,15,33,3,1,8,1,11,38,23,5,1,1,5,7,11,27,19,6,2
"1707",96080,28764,316.666666666667,22086,166,4793,6815,2879,1005,1934,2864,2404,2865,1555,949,526,961,1886,2699,2408,3145,1654,1088,821
"1708",96084,625,7,506,1,44,113,95,9,27,38,38,98,59,32,14,17,28,38,47,91,51,24,14
"1709",96085,85,1,64,6,2,1,1,1,4,8,7,14,4,4,2,2,8,2,10,7,7,3,2
"1710",96086,338,4.66666666666667,258,0,25,100,42,5,16,19,26,48,35,14,5,7,11,24,26,51,27,16,8
"1711",96087,600,7.33333333333333,512,8,21,0,55,13,32,48,33,92,51,16,11,14,23,40,44,100,42,23,18
"1712",96088,4506,56,4005,11,204,554,525,72,198,276,265,649,468,294,84,68,173,226,269,658,468,230,108
"1713",96090,421,5.66666666666667,325,6,57,57,55,15,28,34,35,43,21,31,5,18,27,30,30,55,27,13,9
