"","GEOID","AllDeathPerYear","AgeGender_PopDet","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8","male1Share","male2Share","male3Share","male4Share","male5Share","male6Share","male7Share","male8Share","female1Share","female2Share","female3Share","female4Share","female5Share","female6Share","female7Share","female8Share","Both1Share","Both2Share","Both3Share","Both4Share","Both5Share","Both6Share","Both7Share","Both8Share","maleShareUnder30","maleShare30To60","maleShareOver50","maleShareOver60","maleShareOver70","maleShareOver80","femaleShareUnder30","femaleShare30To60","femaleShareOver50","femaleShareOver60","femaleShareOver70","femaleShareOver80","BothShareUnder30","BothShare30To60","BothShareOver50","BothShareOver60","BothShareOver70","BothShareOver80","RaceEth_PopDet","White","Black","Hispanic","WhiteShare","BlackShare","HispanicShare","Edu_PopDet","Edu1","Edu2","Edu3","Edu4","Edu1to2","Edu1to3","Edu1Share","Edu2Share","Edu3Share","Edu4Share","Edu1to2Share","Edu1to3Share","Pov_PopDet","Poverty","Poverty2","PovertyShare","Poverty2Share","Inc_HHDet","Income_Less20K","Income_Less30K","Income_Less40K","Income_Less50K","Income_Less60K","Income_Less75K","Income_Less100K","Income_Less20KShare","Income_Less30KShare","Income_Less40KShare","Income_Less50KShare","Income_Less60KShare","Income_Less75KShare","Income_Less100KShare","Emp_PopDet","UnemployedShare","AnnualDeathPerCap"
"931","93955",162.666666666667,33359,1510,2340,4473,3813,2837,910,527,328,1439,2306,4252,3611,2695,1093,727,498,0.045265145837705,0.070145987589556,0.134086753200036,0.114301987469648,0.0850445157228934,0.0272789951737162,0.0157978356665368,0.00983242902964717,0.0431367846757996,0.0691267723852634,0.127461854372133,0.108246650079439,0.0807877933990827,0.0327647711262328,0.0217932192211997,0.0149285050511106,0.0884019305135046,0.139272759974819,0.261548607572169,0.222548637549087,0.165832309121976,0.060043766299949,0.0375910548877364,0.0247609340807578,0.249497886627297,0.199346503192542,0.107407296381786,0.0529092598699002,0.0256302646961839,0.00983242902964717,0.239725411433196,0.189034443478522,0.121256632393057,0.0694864953985431,0.0367217242723103,0.0149285050511106,0.489223298060493,0.388380946671063,0.228663928774843,0.122395755268443,0.0623519889684943,0.0247609340807578,33359,10891,2616,14470,0.326478611469169,0.0784196168949909,0.433766000179861,19839,5402,3775,6717,3945,9177,15894,0.272291950199103,0.190281768234286,0.33857553304098,0.198850748525631,0.462573718433389,0.801149251474369,32168,4593,12021,0.142781646356628,0.37369435463815,10332,1294,2203,3285,4576,5308,6744,8280,0.125241966705381,0.213221060782036,0.31794425087108,0.442895857530004,0.51374370886566,0.652729384436701,0.801393728222996,25209,0.0696179935737237,0.00487624529112583
"932","93960",59.6666666666666,27080,891,1769,3704,6517,4488,982,261,135,798,1582,1981,1913,1219,414,234,192,0.0329025110782866,0.0653249630723781,0.136779911373708,0.240657311669129,0.165731166912851,0.0362629246676514,0.00963810930576071,0.00498522895125554,0.0294682422451994,0.0584194977843427,0.0731536189069424,0.0706425406203841,0.0450147710487445,0.015288035450517,0.0086410635155096,0.00709010339734121,0.062370753323486,0.123744460856721,0.20993353028065,0.311299852289513,0.210745937961595,0.0515509601181684,0.0182791728212703,0.0120753323485967,0.235007385524372,0.406388478581979,0.142799113737075,0.0508862629246676,0.0146233382570162,0.00498522895125554,0.161041358936484,0.115657311669129,0.0582348596750369,0.0310192023633678,0.0157311669128508,0.00709010339734121,0.396048744460857,0.522045790251108,0.201033973412112,0.0819054652880355,0.0303545051698671,0.0120753323485967,27080,3836,2868,19188,0.14165435745938,0.105908419497784,0.708567208271787,18601,8326,5030,4360,885,13356,17716,0.447610343529918,0.270415569055427,0.234396000215042,0.0475780871996129,0.718025912585345,0.952421912800387,15702,2387,7310,0.15201885110177,0.465545790345179,3999,454,993,1426,1846,2229,2584,3117,0.113528382095524,0.248312078019505,0.356589147286822,0.461615403850963,0.557389347336834,0.646161540385096,0.779444861215304,21914,0.0514739435977001,0.00220334810438208
"933","93962",4.66666666666667,673,24,47,60,64,87,34,7,3,18,55,63,58,85,32,24,12,0.0356612184249629,0.0698365527488856,0.0891530460624071,0.0950965824665676,0.12927191679049,0.050520059435364,0.0104011887072808,0.00445765230312036,0.0267459138187221,0.0817236255572065,0.0936106983655275,0.0861812778603269,0.12630014858841,0.0475482912332838,0.0356612184249629,0.0178306092124814,0.062407132243685,0.151560178306092,0.182763744427935,0.181277860326894,0.2555720653789,0.0980683506686478,0.0460624071322437,0.0222882615156018,0.194650817236256,0.224368499257058,0.161961367013373,0.0653789004457652,0.0148588410104012,0.00445765230312036,0.202080237741456,0.212481426448737,0.191679049034175,0.101040118870728,0.0534918276374443,0.0178306092124814,0.396731054977712,0.436849925705795,0.353640416047548,0.166419019316493,0.0683506686478455,0.0222882615156018,673,438,0,193,0.650817236255572,0,0.286775631500743,521,25,93,254,149,118,372,0.0479846449136276,0.178502879078695,0.487523992322457,0.285988483685221,0.226487523992322,0.714011516314779,803,10,10,0.012453300124533,0.012453300124533,289,10,10,48,78,117,163,198,0.0346020761245675,0.0346020761245675,0.166089965397924,0.269896193771626,0.404844290657439,0.56401384083045,0.685121107266436,542,0,0.00693412580485389
"934","94002",162.333333333333,25992,875,1512,2031,3015,2916,1235,636,474,838,1423,2040,3058,2949,1368,822,800,0.0336642043705756,0.0581717451523546,0.0781394275161588,0.115997229916898,0.11218836565097,0.0475146198830409,0.0244690674053555,0.0182363804247461,0.0322406894429055,0.0547476146506617,0.0784856879039705,0.117651585103109,0.113457987072946,0.0526315789473684,0.0316251154201293,0.0307787011388119,0.0659048938134811,0.112919359803016,0.156625115420129,0.233648815020006,0.225646352723915,0.100146198830409,0.0560941828254848,0.049015081563558,0.169975377039089,0.228185595567867,0.162319175130809,0.0902200677131425,0.0427054478301016,0.0182363804247461,0.165473991997538,0.231109572176054,0.186288088642659,0.11503539550631,0.0624038165589412,0.0307787011388119,0.335449369036627,0.459295167743921,0.348607263773469,0.205255463219452,0.105109264389043,0.049015081563558,25992,15898,403,3040,0.61164973838104,0.0155047706986765,0.116959064327485,18506,1022,2131,5061,10292,3153,8214,0.0552253323246515,0.115151842645628,0.273478871717281,0.556143953312439,0.17037717497028,0.443856046687561,25378,1269,3143,0.0500039404208369,0.123847426905193,10352,678,1165,1656,2178,2905,3943,5163,0.0654945904173107,0.112538639876352,0.159969088098918,0.210394126738794,0.280622102009274,0.38089258114374,0.498744204018547,20912,0.0483454475899005,0.00624551143941726
"935","94005",19.3333333333333,4282,139,230,261,574,582,236,87,39,145,203,288,554,581,217,91,55,0.0324614666043905,0.0537132181223727,0.0609528257823447,0.134049509574965,0.1359177954227,0.0551144325081738,0.0203176085941149,0.00910789350770668,0.0338626809901915,0.0474077533862681,0.0672582905184493,0.129378794955628,0.135684259691733,0.0506772536198038,0.0212517515179823,0.0128444652031761,0.066324147594582,0.101120971508641,0.128211116300794,0.263428304530593,0.271602055114432,0.105791686127978,0.0415693601120972,0.0219523587108828,0.147127510509108,0.269967304997665,0.177720691265764,0.0845399346099953,0.0294255021018216,0.00910789350770668,0.148528724894909,0.265063054647361,0.178187762727697,0.0847734703409622,0.0340962167211583,0.0128444652031761,0.295656235404017,0.535030359645026,0.355908453993461,0.169313404950957,0.0635217188229799,0.0219523587108828,4282,2165,80,712,0.505604857543204,0.018682858477347,0.166277440448389,3255,247,597,938,1473,844,1782,0.0758832565284178,0.183410138248848,0.288172043010753,0.452534562211982,0.259293394777266,0.547465437788018,4157,145,688,0.034880923743084,0.165503969208564,1783,104,217,282,400,536,814,1008,0.0583286595625351,0.121704991587213,0.158160403813797,0.224340998317443,0.300616937745373,0.456533931575996,0.565339315759955,3635,0.0698762035763411,0.00451502413202554
"936","94010",290,40737,1205,2760,2734,4076,4745,1984,1159,835,1209,2725,2866,4515,5015,2234,1348,1327,0.0295799887080541,0.0677516753811032,0.0671134349608464,0.100056459729484,0.11647887669686,0.0487026536072858,0.028450794118369,0.0204973365736309,0.0296781795419398,0.0668925055846037,0.0703537324790731,0.110832903748435,0.123106757984142,0.0548395807251393,0.0330903110194663,0.0325748091415666,0.0592581682499939,0.134644180965707,0.137467167439919,0.210889363477919,0.239585634681003,0.103542234332425,0.0615411051378354,0.0530721457151975,0.164445099050004,0.216535336426345,0.1709747895034,0.0976507842992857,0.0489481306919999,0.0204973365736309,0.166924417605616,0.233939661732577,0.199032820286226,0.120504700886172,0.065665120161033,0.0325748091415666,0.33136951665562,0.450474998158922,0.370007609789626,0.218155485185458,0.114613250853033,0.0530721457151975,40737,25172,368,4396,0.617914917642438,0.00903355671748042,0.107911726440337,28688,1329,3524,7051,16784,4853,11904,0.0463259899609593,0.122838817624094,0.245782208588957,0.58505298382599,0.169164807585053,0.41494701617401,39682,2353,5138,0.0592964064311275,0.129479360919309,15978,1209,2130,3002,4080,4968,6189,7955,0.075666541494555,0.133308298911003,0.187883339591939,0.255351107773188,0.310927525347353,0.387345099511829,0.49787207410189,32167,0.0395747194329592,0.00711883545671012
"937","94014",243.333333333333,47014,1403,2679,5493,5175,4917,2014,1076,572,1303,2544,4937,4906,5119,2405,1527,944,0.0298421746713745,0.0569830263325818,0.116837537754711,0.110073595099332,0.104585868039307,0.0428383034840686,0.022886799676692,0.0121665886757136,0.0277151486791169,0.054111541243034,0.105011273237759,0.104351895180159,0.108882460543668,0.0511549751137959,0.0324796869017739,0.020079125366912,0.0575573233504913,0.111094567575616,0.22184881099247,0.214425490279491,0.213468328582975,0.0939932785978645,0.055366486578466,0.0322457140426256,0.203662738758668,0.21465946313864,0.144914280852512,0.0778916918364742,0.0350533883524057,0.0121665886757136,0.18683796315991,0.213234355723827,0.176670778916918,0.103713787382482,0.0525588122686859,0.020079125366912,0.390500701918577,0.427893818862466,0.32158505976943,0.181605479218956,0.0876122006210916,0.0322457140426256,47014,4988,1444,16092,0.10609605649381,0.0307142553282001,0.342281022674097,31950,5886,7614,9210,9240,13500,22710,0.184225352112676,0.23830985915493,0.288262910798122,0.289201877934272,0.422535211267606,0.710798122065728,46928,3979,12054,0.0847894647118991,0.256861575178998,13690,1324,2298,3224,4380,5588,7327,9211,0.0967129291453616,0.167859751643535,0.235500365230095,0.319941563184806,0.4081811541271,0.535208181154127,0.672826880934989,38581,0.0671314895933231,0.00517576324782689
"938","94015",377.666666666667,60927,1641,3127,6836,6570,6237,2966,1626,913,1540,2975,6365,6189,6810,3469,2086,1577,0.0269338716825053,0.0513237152658099,0.112199845717006,0.107833965237087,0.102368408094933,0.0486812086595434,0.0266876754148407,0.0149851461585176,0.0252761501468971,0.0488289264201421,0.104469282912338,0.101580580038407,0.11177310551972,0.0569369901685624,0.0342376942898879,0.0258834342738031,0.0522100218294024,0.100152641685952,0.216669128629343,0.209414545275494,0.214141513614654,0.105618198828106,0.0609253697047286,0.0408685804323206,0.190457432665321,0.21020237333202,0.158583222545013,0.0903540302329017,0.0416728215733583,0.0149851461585176,0.178574359479377,0.213353685558127,0.192919395341967,0.117058118732253,0.060121128563691,0.0258834342738031,0.369031792144698,0.423556058890147,0.35150261788698,0.207412148965155,0.101793950137049,0.0408685804323206,60927,10724,1982,9880,0.176013918295665,0.0325307335007468,0.162161274968405,43239,4807,8891,13926,15615,13698,27624,0.111172783829413,0.205624551909156,0.322070353153403,0.361132311108027,0.316797335738569,0.638867688891973,59137,4350,11057,0.0735580093680775,0.186972622892605,19594,1845,3124,4499,5978,7380,9310,12144,0.0941614780034705,0.159436562212922,0.229611105440441,0.305093395937532,0.376645912013882,0.475145452689599,0.619781565785445,50281,0.0604801018277282,0.00619867491697715
"939","94019",82.6666666666667,18424,616,1200,1526,1671,2300,1106,489,171,608,1175,1380,1698,2453,1181,518,332,0.033434650455927,0.0651324359531046,0.0828267477203647,0.0906969170646982,0.124837168910117,0.0600303951367781,0.0265414676508901,0.00928137212331741,0.0330004342162397,0.0637755102040816,0.0749023013460703,0.0921623968736431,0.133141554494138,0.0641011723838472,0.0281155015197568,0.0180199739470256,0.0664350846721667,0.128907946157186,0.157729049066435,0.182859313938341,0.257978723404255,0.124131567520625,0.054656969170647,0.027301346070343,0.181393834129396,0.215534085974815,0.180742509769865,0.0958532349109857,0.0358228397742076,0.00928137212331741,0.171678245766392,0.225303951367781,0.198762483716891,0.11023664785063,0.0461354754667825,0.0180199739470256,0.353072079895788,0.440838037342597,0.379504993486756,0.206089882761615,0.08195831524099,0.027301346070343,18424,11653,106,5478,0.632490230134607,0.00575336517585758,0.297329570125923,12764,2139,1854,2861,5910,3993,6854,0.167580695706675,0.145252272015042,0.224146035725478,0.463020996552805,0.312832967721717,0.536979003447195,17852,1202,3142,0.0673313914407349,0.176002688774367,6696,508,970,1267,1762,2250,2664,3370,0.0758661887694146,0.144862604540024,0.189217443249701,0.263142174432497,0.336021505376344,0.397849462365591,0.503285543608124,14422,0.0551241159339897,0.0044869011434361
"940","94020",8.66666666666666,1559,44,61,104,139,292,137,22,23,17,64,74,154,278,108,23,19,0.0282232200128287,0.0391276459268762,0.0667094291212316,0.0891597177677999,0.187299550994227,0.0878768441308531,0.0141116100064144,0.0147530468248877,0.0109044259140475,0.0410519563822963,0.0474663245670301,0.0987812700449006,0.1783194355356,0.0692751763951251,0.0147530468248877,0.0121872995509942,0.0391276459268762,0.0801796023091725,0.114175753688262,0.1879409878127,0.365618986529827,0.157152020525978,0.0288646568313021,0.026940346375882,0.134060295060936,0.276459268762027,0.245670301475305,0.116741500962155,0.0288646568313021,0.0147530468248877,0.099422706863374,0.2771007055805,0.223220012828736,0.0962155227710071,0.026940346375882,0.0121872995509942,0.23348300192431,0.553559974342527,0.468890314304041,0.212957023733162,0.0558050032071841,0.026940346375882,1559,1292,16,132,0.828736369467607,0.0102629890955741,0.0846696600384862,1416,65,155,272,924,220,492,0.0459039548022599,0.109463276836158,0.192090395480226,0.652542372881356,0.155367231638418,0.347457627118644,1693,35,53,0.0206733608978145,0.0313053750738334,732,34,34,44,85,85,216,300,0.046448087431694,0.046448087431694,0.0601092896174863,0.116120218579235,0.116120218579235,0.295081967213115,0.409836065573771,1625,0.00492307692307692,0.00555911909343596
"941","94021",0.666666666666666,192,4,11,21,23,20,12,2,1,3,10,26,17,30,8,2,2,0.0208333333333333,0.0572916666666667,0.109375,0.119791666666667,0.104166666666667,0.0625,0.0104166666666667,0.00520833333333333,0.015625,0.0520833333333333,0.135416666666667,0.0885416666666667,0.15625,0.0416666666666667,0.0104166666666667,0.0104166666666667,0.0364583333333333,0.109375,0.244791666666667,0.208333333333333,0.260416666666667,0.104166666666667,0.0208333333333333,0.015625,0.1875,0.223958333333333,0.166666666666667,0.078125,0.015625,0.00520833333333333,0.203125,0.244791666666667,0.161458333333333,0.0625,0.0208333333333333,0.0104166666666667,0.390625,0.46875,0.328125,0.140625,0.0364583333333333,0.015625,192,145,1,30,0.755208333333333,0.00520833333333333,0.15625,83,0,0,15,68,0,15,0,0,0.180722891566265,0.819277108433735,0,0.180722891566265,83,0,11,0,0.132530120481928,59,0,11,11,11,20,20,35,0,0.186440677966102,0.186440677966102,0.186440677966102,0.338983050847458,0.338983050847458,0.593220338983051,83,0,0.00347222222222222
"942","94022",172.333333333333,18500,446,1387,1020,1228,2332,1225,711,588,412,1323,981,1453,2445,1304,795,850,0.0241081081081081,0.074972972972973,0.0551351351351351,0.0663783783783784,0.126054054054054,0.0662162162162162,0.0384324324324324,0.0317837837837838,0.0222702702702703,0.0715135135135135,0.053027027027027,0.0785405405405405,0.132162162162162,0.0704864864864865,0.042972972972973,0.0459459459459459,0.0463783783783784,0.146486486486486,0.108162162162162,0.144918918918919,0.258216216216216,0.136702702702703,0.0814054054054054,0.0777297297297297,0.154216216216216,0.192432432432432,0.222216216216216,0.136432432432432,0.0702162162162162,0.0317837837837838,0.146810810810811,0.210702702702703,0.245945945945946,0.159405405405405,0.0889189189189189,0.0459459459459459,0.301027027027027,0.403135135135135,0.468162162162162,0.295837837837838,0.159135135135135,0.0777297297297297,18500,12691,92,610,0.686,0.00497297297297297,0.032972972972973,13541,250,758,1734,10799,1008,2742,0.018462447382025,0.0559781404622997,0.128055535041725,0.79750387711395,0.0744405878443246,0.20249612288605,18776,542,1331,0.0288666382616106,0.070888368129527,7109,383,687,989,1242,1449,1759,2349,0.0538753692502462,0.0966380644253763,0.139119426079617,0.174708116472078,0.203826135884091,0.247432831621888,0.330426220284147,14702,0.0282274520473405,0.00931531531531531
"943","94024",138,22385,561,1871,1195,1572,2990,1356,845,550,627,1804,1129,1913,2990,1396,848,738,0.0250614250614251,0.083582756310029,0.0533839624748716,0.0702255974983248,0.133571588117043,0.0605762787580969,0.0377484922939468,0.0245700245700246,0.028009828009828,0.0805896805896806,0.0504355595264686,0.08545901273174,0.133571588117043,0.0623631896359169,0.0378825106097833,0.0329685056957784,0.0530712530712531,0.16417243689971,0.10381952200134,0.155684610230065,0.267143176234085,0.122939468394014,0.0756310029037302,0.057538530265803,0.162028143846326,0.203797185615367,0.208398481125754,0.122894795622068,0.0623185168639714,0.0245700245700246,0.159035068125977,0.219030600848783,0.218583873129328,0.133214205941479,0.0708510163055618,0.0329685056957784,0.321063211972303,0.42282778646415,0.426982354255082,0.256109001563547,0.133169533169533,0.057538530265803,22385,14859,103,885,0.663792718338173,0.00460129551038642,0.0395354031717668,15770,188,1033,2425,12124,1221,3646,0.0119213696892834,0.0655041217501585,0.153772986683576,0.768801521876982,0.077425491439442,0.231198478123018,22195,409,767,0.0184275737778779,0.0345573327325974,7835,197,373,569,916,1096,1288,2004,0.0251435864709636,0.0476068921506063,0.0726228462029355,0.116911295469049,0.139885130823229,0.164390555201021,0.255775366943204,17245,0.0415192809510003,0.00616484252847889
"944","94025",261,40526,1566,2743,3201,4514,4204,1788,967,747,1524,2737,3163,4777,4256,1981,1207,1151,0.0386418595469575,0.0676849429995558,0.0789863297636085,0.11138528352169,0.103735873266545,0.0441198243103193,0.0238612248926615,0.0184326111632039,0.0376054878349701,0.0675368898978434,0.0780486601194295,0.117874944480087,0.105019000148053,0.0488821990820708,0.0297833489611607,0.0284015200118442,0.0762473473819276,0.135221832897399,0.157034989883038,0.229260228001777,0.208754873414598,0.0930020233923901,0.0536445738538222,0.0468341311750481,0.185313132310122,0.215121156788235,0.151631051670532,0.0864136603661847,0.0422938360558654,0.0184326111632039,0.183191037852243,0.22289394462814,0.170877954893155,0.107067068055076,0.058184868973005,0.0284015200118442,0.368504170162365,0.438015101416375,0.322509006563687,0.19348072842126,0.10047870502887,0.0468341311750481,40526,25275,1581,7715,0.623673690963826,0.0390119923012387,0.190371613285298,28136,2324,2438,4330,19044,4762,9092,0.0825988058003981,0.0866505544498152,0.153895365368212,0.676855274381575,0.169249360250213,0.323144725618425,39252,2531,6684,0.0644807907877306,0.170284316722715,15680,1113,1898,2753,3565,4383,5461,7086,0.0709821428571429,0.121045918367347,0.175573979591837,0.227359693877551,0.27952806122449,0.34827806122449,0.451913265306122,31080,0.0453667953667954,0.00644030992449292
"945","94027",54.3333333333333,7089,146,473,626,358,830,521,281,237,143,481,493,441,920,524,319,296,0.0205952884751023,0.0667230921145437,0.0883058259274933,0.0505007758499083,0.117082804344759,0.0734941458597828,0.0396388771335872,0.0334320778671181,0.0201720976160248,0.0678516010720835,0.0695443645083933,0.0622090562843843,0.129778530117083,0.0739173367188602,0.0449992946819015,0.0417548314289745,0.0407673860911271,0.134574693186627,0.157850190435887,0.112709832134293,0.246861334461842,0.147411482578643,0.0846381718154888,0.0751869092960925,0.175624206517139,0.167583580194668,0.227676682183665,0.146565100860488,0.0730709550007053,0.0334320778671181,0.157568063196502,0.191987586401467,0.245450698264917,0.160671462829736,0.086754126110876,0.0417548314289745,0.333192269713641,0.359571166596135,0.473127380448582,0.307236563690224,0.159825081111581,0.0751869092960925,7089,5535,72,281,0.780787134997884,0.0101565806178587,0.0396388771335872,4673,117,253,462,3841,370,832,0.0250374491761181,0.0541408089022042,0.0988658249518511,0.821955916969827,0.0791782580783223,0.178044083030173,6653,355,647,0.0533593867428228,0.0972493611904404,2308,169,239,257,340,400,448,512,0.0732235701906413,0.103552859618718,0.111351819757366,0.147313691507799,0.173310225303293,0.194107452339688,0.221837088388215,5491,0.0322345656528865,0.00766445666995815
"946","94028",57,6534,174,523,322,359,843,460,314,239,141,437,271,461,879,482,313,316,0.0266299357208448,0.0800428527701255,0.049280685644322,0.0549433731251913,0.129017447199265,0.0704009794918886,0.0480563207835935,0.0365779002142639,0.0215794306703398,0.0668809305172942,0.0414753596571778,0.0705540250994796,0.134527089072544,0.073767982858892,0.0479032751760025,0.0483624119987756,0.0482093663911846,0.14692378328742,0.0907560453014998,0.125497398224671,0.263544536271809,0.144168962350781,0.095959595959596,0.0849403122130395,0.155953474135292,0.183960820324457,0.24058769513315,0.155035200489746,0.0846342209978574,0.0365779002142639,0.129935720844812,0.205081114172023,0.260177532904806,0.17003367003367,0.0962656871747781,0.0483624119987756,0.285889194980104,0.38904193449648,0.500765228037955,0.325068870523416,0.180899908172635,0.0849403122130395,6534,5658,24,307,0.86593204775023,0.00367309458218549,0.0469850015304561,4794,104,183,448,4059,287,735,0.0216937838965373,0.0381727158948686,0.0934501460158531,0.846683354192741,0.0598664997914059,0.153316645807259,6677,101,272,0.0151265538415456,0.040736857870301,2556,108,241,319,394,512,620,782,0.0422535211267606,0.0942879499217527,0.124804381846635,0.15414710485133,0.200312989045383,0.242566510172144,0.305946791862285,5363,0.0244266268879359,0.00872359963269054
"947","94030",209,21536,554,1182,1787,1835,2515,1038,715,576,521,1135,1720,2088,2676,1183,923,1088,0.0257243684992571,0.0548848439821694,0.0829773402674591,0.0852061664190193,0.116781203566122,0.0481983655274889,0.0332002228826152,0.0267459138187221,0.0241920505200594,0.0527024517087667,0.0798662704309064,0.0969539375928678,0.12425705794948,0.0549312778603269,0.0428584695393759,0.050520059435364,0.0499164190193165,0.107587295690936,0.162843610698366,0.182160104011887,0.241038261515602,0.103129643387816,0.0760586924219911,0.0772659732540862,0.163586552748886,0.201987369985141,0.183506686478455,0.108144502228826,0.0599461367013373,0.0267459138187221,0.156760772659733,0.221210995542348,0.225529346210996,0.148309806835067,0.09337852897474,0.050520059435364,0.320347325408618,0.423198365527489,0.40903603268945,0.256454309063893,0.153324665676077,0.0772659732540862,21536,8740,158,2555,0.405832095096582,0.00733655274888559,0.118638558692422,15463,1438,3162,4816,6047,4600,9416,0.0929961844402768,0.204488132962556,0.311453146220009,0.391062536377158,0.297484317402833,0.608937463622842,20948,1212,2853,0.057857552033607,0.136194386098912,8108,757,1229,1707,2255,2855,3617,4757,0.0933645781943759,0.151578687715836,0.210532807104095,0.278120374938333,0.352121361618155,0.446102614701529,0.586704489393192,17368,0.0389797328420083,0.00970468053491828
"948","94037",14.3333333333333,2913,78,179,195,251,383,230,56,29,80,164,197,268,470,221,47,65,0.0267765190525232,0.0614486783384827,0.0669412976313079,0.0861654651561964,0.131479574322005,0.0789564023343632,0.0192241675248884,0.0099553724682458,0.0274630964641263,0.056299347751459,0.0676278750429111,0.0920013731548232,0.161345691726742,0.075866803982149,0.0161345691726742,0.0223137658771026,0.0542396155166495,0.117748026089942,0.134569172674219,0.17816683831102,0.292825266048747,0.154823206316512,0.0353587366975626,0.0322691383453484,0.155166495022314,0.217645039478201,0.201167181599725,0.108135942327497,0.0291795399931342,0.0099553724682458,0.151390319258496,0.253347064881565,0.226227257123241,0.114315139031926,0.0384483350497769,0.0223137658771026,0.30655681428081,0.470992104359767,0.427394438722966,0.222451081359423,0.0676278750429111,0.0322691383453484,2913,2310,15,328,0.792996910401648,0.00514933058702369,0.112598695502918,1999,93,232,534,1140,325,859,0.0465232616308154,0.116058029014507,0.267133566783392,0.570285142571286,0.162581290645323,0.429714857428714,2728,2,233,0.000733137829912023,0.0854105571847507,1068,23,23,119,183,183,206,306,0.0215355805243446,0.0215355805243446,0.111423220973783,0.171348314606742,0.171348314606742,0.192883895131086,0.286516853932584,2385,0.00545073375262055,0.00492047144982264
"949","94038",22.3333333333333,3040,96,211,243,274,391,218,51,31,79,190,239,279,423,189,67,59,0.0315789473684211,0.0694078947368421,0.0799342105263158,0.0901315789473684,0.128618421052632,0.0717105263157895,0.0167763157894737,0.0101973684210526,0.0259868421052632,0.0625,0.0786184210526316,0.0917763157894737,0.139144736842105,0.0621710526315789,0.0220394736842105,0.0194078947368421,0.0575657894736842,0.131907894736842,0.158552631578947,0.181907894736842,0.267763157894737,0.133881578947368,0.0388157894736842,0.0296052631578947,0.180921052631579,0.21875,0.194407894736842,0.0986842105263158,0.0269736842105263,0.0101973684210526,0.167105263157895,0.230921052631579,0.204934210526316,0.103618421052632,0.0414473684210526,0.0194078947368421,0.348026315789474,0.449671052631579,0.399342105263158,0.202302631578947,0.068421052631579,0.0296052631578947,3040,1915,22,888,0.629934210526316,0.00723684210526316,0.292105263157895,1875,292,268,460,855,560,1020,0.155733333333333,0.142933333333333,0.245333333333333,0.456,0.298666666666667,0.544,2338,224,510,0.0958083832335329,0.218135158254919,973,120,167,203,213,291,389,436,0.123329907502569,0.171634121274409,0.20863309352518,0.218910585817061,0.299075025693731,0.399794450154162,0.448098663926002,2060,0.00533980582524272,0.00734649122807017
"950","94040",180.666666666667,32996,1133,1954,3699,4537,3188,1102,651,488,1195,1817,3070,4167,3075,1329,799,792,0.0343374954539944,0.0592192993090071,0.11210449751485,0.137501515335192,0.0966177718511335,0.0333979876348648,0.0197296642017214,0.0147896714753303,0.0362165110922536,0.0550672808825312,0.0930415807976724,0.126288034913323,0.0931931143168869,0.0402776094072009,0.0242150563704691,0.0240029094435689,0.070554006546248,0.114286580191538,0.205146078312523,0.263789550248515,0.18981088616802,0.0736755970420657,0.0439447205721906,0.0387925809188993,0.205661292277852,0.234119287186326,0.125954661171051,0.0679173233119166,0.0345193356770518,0.0147896714753303,0.184325372772457,0.21948114923021,0.147260273972603,0.0884955752212389,0.0482179658140381,0.0240029094435689,0.389986665050309,0.453600436416535,0.273214935143654,0.156412898533156,0.0827373014910898,0.0387925809188993,32996,15289,527,6853,0.463359195053946,0.0159716329252031,0.207691841435325,23742,2212,2648,4323,14559,4860,9183,0.0931682250863449,0.111532305618735,0.182082385645691,0.613217083649229,0.20470053070508,0.386782916350771,33168,2535,7321,0.0764290882778582,0.220724794983116,13977,1306,2306,3063,3863,4564,5760,7344,0.0934392215783072,0.164985333047149,0.219145739429062,0.276382628604135,0.326536452743793,0.412105602060528,0.525434642627173,26931,0.0430359065760648,0.0054754111609488
"951","94041",59.6666666666667,13292,449,599,1541,2147,1352,454,197,114,465,571,1335,1833,1255,498,271,211,0.0337797171230816,0.0450647005717725,0.115934396629552,0.161525729762263,0.101715317484201,0.0341558832380379,0.0148209449292808,0.00857658742100512,0.0349834486909419,0.0429581703280169,0.100436352693349,0.137902497743003,0.0944176948540476,0.0374661450496539,0.020388203430635,0.0158742100511586,0.0687631658140235,0.0880228708997894,0.216370749322901,0.299428227505266,0.196133012338249,0.0716220282876918,0.0352091483599157,0.0244507974721637,0.194778814324406,0.263241047246464,0.118492326211255,0.0575534155883238,0.0233975323502859,0.00857658742100512,0.178377971712308,0.232320192597051,0.133238037917544,0.0737285585314475,0.0362624134817936,0.0158742100511586,0.373156786036714,0.495561239843515,0.251730364128799,0.131281974119771,0.0596599458320794,0.0244507974721637,13292,6295,259,3294,0.473593138730063,0.0194854047547397,0.247818236533253,9632,841,1180,2048,5563,2021,4069,0.087313122923588,0.122508305647841,0.212624584717608,0.577553986710963,0.209821428571429,0.422446013289037,12836,1263,2738,0.0983951386724836,0.213306325958242,5816,707,1166,1375,1757,2082,2553,3174,0.12156121045392,0.200481430536451,0.236416781292985,0.302097661623109,0.357977991746905,0.438961485557084,0.545735900962861,10642,0.0588235294117647,0.00448891563847929
