"","GEOID","AllDeathPerYear","AgeGender_PopDet","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8","male1Share","male2Share","male3Share","male4Share","male5Share","male6Share","male7Share","male8Share","female1Share","female2Share","female3Share","female4Share","female5Share","female6Share","female7Share","female8Share","Both1Share","Both2Share","Both3Share","Both4Share","Both5Share","Both6Share","Both7Share","Both8Share","maleShareUnder30","maleShare30To60","maleShareOver50","maleShareOver60","maleShareOver70","maleShareOver80","femaleShareUnder30","femaleShare30To60","femaleShareOver50","femaleShareOver60","femaleShareOver70","femaleShareOver80","BothShareUnder30","BothShare30To60","BothShareOver50","BothShareOver60","BothShareOver70","BothShareOver80","RaceEth_PopDet","White","Black","Hispanic","WhiteShare","BlackShare","HispanicShare","Edu_PopDet","Edu1","Edu2","Edu3","Edu4","Edu1to2","Edu1to3","Edu1Share","Edu2Share","Edu3Share","Edu4Share","Edu1to2Share","Edu1to3Share","Pov_PopDet","Poverty","Poverty2","PovertyShare","Poverty2Share","Inc_HHDet","Income_Less20K","Income_Less30K","Income_Less40K","Income_Less50K","Income_Less60K","Income_Less75K","Income_Less100K","Income_Less20KShare","Income_Less30KShare","Income_Less40KShare","Income_Less50KShare","Income_Less60KShare","Income_Less75KShare","Income_Less100KShare","Emp_PopDet","UnemployedShare","AnnualDeathPerCap"
"170","90822",6,117,0,1,1,4,29,40,16,18,0,2,1,0,4,0,0,1,0,0.00854700854700855,0.00854700854700855,0.0341880341880342,0.247863247863248,0.341880341880342,0.136752136752137,0.153846153846154,0,0.0170940170940171,0.00854700854700855,0,0.0341880341880342,0,0,0.00854700854700855,0,0.0256410256410256,0.0170940170940171,0.0341880341880342,0.282051282051282,0.341880341880342,0.136752136752137,0.162393162393162,0.0170940170940171,0.282051282051282,0.837606837606838,0.632478632478632,0.290598290598291,0.153846153846154,0.0256410256410256,0.0341880341880342,0.0256410256410256,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.0427350427350427,0.316239316239316,0.863247863247863,0.641025641025641,0.299145299145299,0.162393162393162,117,63,36,12,0.538461538461538,0.307692307692308,0.102564102564103,29,2,8,9,10,10,19,0.0689655172413793,0.275862068965517,0.310344827586207,0.344827586206897,0.344827586206897,0.655172413793103,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,47,0,0.0512820512820513
"171","90831",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,Inf
"172","91001",235,36126,1078,2374,3236,3332,4248,1827,857,469,998,2225,3019,3621,4653,2210,1150,829,0.0298400044289431,0.0657144438908265,0.0895753750761225,0.0922327409621879,0.117588440458396,0.0505729945191829,0.0237225267120633,0.0129823395892155,0.0276255328572219,0.0615899905884958,0.0835686209378287,0.100232519515031,0.128799202790234,0.0611747771687981,0.0318330288434922,0.0229474616619609,0.0574655372861651,0.127304434479322,0.173143996013951,0.192465260477219,0.24638764324863,0.111747771687981,0.0555555555555556,0.0359298012511764,0.185129823395892,0.209821181420584,0.16489508940929,0.0872778608204617,0.0367048663012789,0.0129823395892155,0.172784144383546,0.229031722305265,0.199883740242485,0.115955267674251,0.0547804905054531,0.0229474616619609,0.357913967779439,0.438852903725848,0.364778829651774,0.203233128494713,0.091485356806732,0.0359298012511764,36126,12795,9499,10469,0.354177047002159,0.262940818247246,0.289791286054365,26172,3346,4060,7825,10941,7406,15231,0.127846553568699,0.155127617300932,0.29898364664527,0.418042182485099,0.282974170869632,0.581957817514901,37847,3729,8717,0.0985282849367189,0.230322086294819,12865,1229,1968,2663,3382,4235,5519,7581,0.0955305091333074,0.1529731830548,0.206995724834823,0.262883793237466,0.329187718616401,0.428993392926545,0.589273221919938,30636,0.0615942028985507,0.00650501024193102
"173","91006",215.666666666667,31715,752,2117,2815,2658,3865,1645,907,524,711,2061,2616,3198,4216,1781,1065,784,0.0237111776761785,0.0667507488570077,0.0887592621787798,0.0838089232224499,0.121866624625571,0.0518682011666404,0.0285984549897525,0.016522150402018,0.0224184139996847,0.0649850228598455,0.0824846287245783,0.100835566766514,0.132933942929213,0.0561563928740344,0.0335803247674602,0.0247201639602712,0.0461295916758632,0.131735771716853,0.171243890903358,0.184644489988964,0.254800567554785,0.108024594040675,0.0621787797572127,0.0412423143622891,0.179221188711966,0.205675547848021,0.176383414787955,0.0969888065584109,0.0451206053917705,0.016522150402018,0.169888065584108,0.233769509695728,0.198770297966262,0.114456881601766,0.0583004887277314,0.0247201639602712,0.349109254296074,0.439445057543749,0.375153712754217,0.211445688160177,0.103421094119502,0.0412423143622891,31715,8840,270,4335,0.278732460980609,0.00851332177203216,0.136686110673183,22474,1934,3700,5732,11108,5634,11366,0.0860549968852897,0.164634688973925,0.25505028032393,0.494260033816855,0.250689685859215,0.505739966183145,32139,1866,5426,0.0580603005694017,0.168829148386695,10570,1014,1675,2246,2825,3675,4790,6174,0.0959318826868496,0.158467360454115,0.212488174077578,0.267265846736045,0.347682119205298,0.453169347209082,0.584105960264901,26002,0.0349203907391739,0.0068001471438331
"174","91007",237,34095,737,2002,2932,3005,3792,1665,1060,846,717,1911,2845,3530,4267,1875,1363,1548,0.0216160727379381,0.0587182871388767,0.0859950139316615,0.0881360903358264,0.111218653761549,0.0488341399032116,0.0310896025810236,0.0248130224373075,0.0210294764628245,0.0560492740871095,0.0834433201349171,0.10353424255756,0.125150315295498,0.054993400791905,0.0399765361489955,0.0454025516937967,0.0426455492007626,0.114767561225986,0.169438334066579,0.191670332893386,0.236368969057046,0.103827540695117,0.0710661387300191,0.0702155741311043,0.166329373808476,0.199354744097375,0.177152075084323,0.104736764921543,0.0559026250183311,0.0248130224373075,0.160522070684851,0.228684557853058,0.220090922422643,0.140372488634697,0.0853790878427922,0.0454025516937967,0.326851444493327,0.428039301950433,0.397242997506966,0.24510925355624,0.141281712861123,0.0702155741311043,34095,8491,439,4367,0.249039448599501,0.0128757882387447,0.128083296671066,23842,2423,3589,5604,12226,6012,11616,0.101627380253334,0.150532673433437,0.235047395352739,0.51279255096049,0.252160053686771,0.48720744903951,32512,3670,7747,0.112881397637795,0.23828125,11591,1872,2654,3580,4345,5081,6045,7318,0.161504615650073,0.228970753170563,0.308860322664136,0.374859805021137,0.438357346216892,0.521525321370028,0.631351910965404,27059,0.0317454451384013,0.00695116586009679
"175","91008",6,1391,18,59,105,65,148,93,52,74,20,44,93,79,173,96,54,218,0.01294033069734,0.0424155283968368,0.0754852624011502,0.0467289719626168,0.106398274622574,0.0668583752695902,0.0373831775700935,0.0531991373112868,0.0143781452192667,0.0316319194823868,0.0668583752695902,0.0567936736161035,0.124370956146657,0.0690150970524802,0.0388209920920201,0.156721782890007,0.0273184759166068,0.0740474478792236,0.14234363767074,0.10352264557872,0.230769230769231,0.13587347232207,0.0762041696621136,0.209920920201294,0.130841121495327,0.153127246585191,0.230769230769231,0.157440690150971,0.0905823148813803,0.0531991373112868,0.112868439971244,0.181164629762761,0.342918763479511,0.264557872034508,0.195542774982027,0.156721782890007,0.243709561466571,0.334291876347951,0.573687994248742,0.421998562185478,0.286125089863408,0.209920920201294,1391,823,23,240,0.591660675772825,0.0165348670021567,0.172537742631201,955,122,98,284,451,220,504,0.127748691099476,0.10261780104712,0.29738219895288,0.472251308900524,0.230366492146597,0.527748691099476,1105,48,143,0.0434389140271493,0.129411764705882,399,19,44,53,70,88,130,190,0.0476190476190476,0.110275689223058,0.132832080200501,0.175438596491228,0.220551378446115,0.325814536340852,0.476190476190476,1152,0.0251736111111111,0.00431344356578001
"176","91010",232.333333333333,26074,827,1724,2669,2577,2573,1102,620,369,790,1653,2552,2742,2771,1411,879,815,0.0317174196517604,0.0661195060213239,0.102362506711667,0.0988340875968398,0.0986806780701081,0.0422643246145586,0.0237784766433996,0.014152028840991,0.030298381529493,0.0633964869218378,0.0978752780547672,0.105162230574519,0.106274449643323,0.0541152105545754,0.0337117434992713,0.0312571910715655,0.0620158011812534,0.129515992943162,0.200237784766434,0.203996318171358,0.204955127713431,0.096379535169134,0.0574902201426709,0.0454092199125566,0.200199432384751,0.197514765666948,0.1424407455703,0.0801948300989491,0.0379305054843906,0.014152028840991,0.191570146506098,0.211436680217842,0.190074403620465,0.119084145125412,0.0649689345708369,0.0312571910715655,0.391769578890849,0.408951445884789,0.332515149190765,0.199278975224361,0.102899440055227,0.0454092199125566,26074,5959,1926,14075,0.228541842448416,0.0738666871212702,0.539809772186853,16946,3670,4335,5008,3933,8005,13013,0.216570282072465,0.255812581140092,0.295526968016051,0.232090168771391,0.472382863212558,0.767909831228609,24543,1796,6891,0.0731776881391843,0.280772521696614,7778,1165,1900,2548,3066,3784,4705,5838,0.149781434816148,0.244278734893289,0.327590640267421,0.394188737464644,0.486500385703266,0.604911288248907,0.750578554898432,19743,0.0515119282783771,0.00891053667766101
"177","91011",130.666666666667,20280,386,1660,1716,1086,2835,1174,617,389,365,1560,1569,1508,3056,1147,703,509,0.0190335305719921,0.0818540433925049,0.0846153846153846,0.0535502958579882,0.139792899408284,0.0578895463510848,0.0304240631163708,0.019181459566075,0.0179980276134122,0.0769230769230769,0.0773668639053254,0.0743589743589744,0.15069033530572,0.0565581854043393,0.0346646942800789,0.0250986193293886,0.0370315581854043,0.158777120315582,0.16198224852071,0.127909270216963,0.290483234714004,0.114447731755424,0.0650887573964497,0.0442800788954635,0.185502958579882,0.193343195266272,0.201824457593688,0.107495069033531,0.0496055226824458,0.019181459566075,0.172287968441815,0.225049309664694,0.215729783037475,0.116321499013807,0.0597633136094675,0.0250986193293886,0.357790927021696,0.418392504930966,0.417554240631164,0.223816568047337,0.109368836291913,0.0442800788954635,20280,13118,101,1271,0.646844181459566,0.00498027613412229,0.06267258382643,13507,321,961,2729,9496,1282,4011,0.0237654549492856,0.0711482934774561,0.202043384911527,0.703042866661731,0.0949137484267417,0.296957133338269,20163,395,1499,0.0195903387392749,0.0743440956206914,6735,213,497,761,1020,1230,1576,2055,0.0316258351893096,0.0737936154417223,0.112991833704529,0.151447661469933,0.182628062360802,0.234001484780995,0.305122494432071,15901,0.0344003521791082,0.0064431295200526
"178","91016",259,40598,1335,2678,4043,4333,4174,1635,778,458,1286,2444,3875,4755,4767,2088,1046,903,0.0328833932706045,0.06596384058328,0.0995861865116508,0.106729395536726,0.102812946450564,0.0402729198482684,0.0191635055914084,0.0112813439085669,0.0316764372629194,0.0602000098527021,0.095448051628159,0.117123996255973,0.11741957731908,0.0514311049805409,0.0257648160007882,0.0222424749987684,0.0645598305335238,0.126163850435982,0.19503423813981,0.223853391792699,0.220232523769644,0.0917040248288093,0.0449283215921967,0.0335238189073353,0.198433420365535,0.20954234198729,0.13589339376324,0.0707177693482438,0.0304448494999754,0.0112813439085669,0.18732449874378,0.234543573575053,0.175649046751071,0.0994383959800975,0.0480072909995566,0.0222424749987684,0.385757919109316,0.444085915562343,0.311542440514311,0.170156165328341,0.078452140499532,0.0335238189073353,40598,16410,2468,15939,0.404207103798217,0.0607911719789152,0.392605547071284,27947,4072,5835,9107,8933,9907,19014,0.145704368984149,0.208788063119476,0.325866819336601,0.319640748559774,0.354492432103625,0.680359251440226,41294,4098,11167,0.0992395989732165,0.270426696372354,14979,1895,3202,4201,5311,6444,8296,10126,0.126510447960478,0.21376593898124,0.280459309700247,0.354563054943588,0.430202283196475,0.553842045530409,0.676013084985647,32716,0.0438317642743612,0.00637962461204986
"179","91020",61,8415,185,560,795,850,954,337,170,115,194,480,807,996,1067,423,218,264,0.0219845513963161,0.0665478312537136,0.0944741532976827,0.101010101010101,0.113368983957219,0.0400475341651812,0.0202020202020202,0.0136660724896019,0.0230540701128936,0.0570409982174688,0.0959001782531194,0.118360071301248,0.126797385620915,0.0502673796791444,0.0259061200237671,0.0313725490196078,0.0450386215092097,0.123588829471182,0.190374331550802,0.219370172311349,0.240166369578134,0.0903149138443256,0.0461081402257873,0.0450386215092097,0.183006535947712,0.21437908496732,0.145335710041592,0.0739156268568033,0.0338680926916221,0.0136660724896019,0.175995246583482,0.245157456922163,0.188235294117647,0.107546048722519,0.0572786690433749,0.0313725490196078,0.359001782531194,0.459536541889483,0.333571004159239,0.181461675579323,0.091146761734997,0.0450386215092097,8415,4606,90,1164,0.547355912061794,0.0106951871657754,0.138324420677362,5963,492,804,1789,2878,1296,3085,0.082508804293141,0.134831460674157,0.300016770082173,0.482642964950528,0.217340264967298,0.517357035049472,8427,816,1749,0.0968316126735493,0.207547169811321,3402,464,648,900,1122,1466,1861,2309,0.136390358612581,0.19047619047619,0.264550264550265,0.329805996472663,0.430922986478542,0.547031158142269,0.678718400940623,6868,0.0317414094350612,0.00724896019013666
"180","91024",76.6666666666667,10917,251,634,697,965,1385,700,328,205,262,591,647,1111,1575,809,409,348,0.0229916643766603,0.0580745626087753,0.0638453787670605,0.088394247503893,0.126866355225795,0.0641201795365027,0.0300448841256756,0.0187780525785472,0.0239992671979482,0.0541357515801044,0.0592653659430246,0.101767884950078,0.144270403957131,0.074104607492901,0.0374645049006137,0.0318768892552899,0.0469909315746084,0.11221031418888,0.123110744710085,0.190162132453971,0.271136759182926,0.138224787029404,0.0675093890262893,0.0506549418338371,0.144911605752496,0.215260602729688,0.201062562975176,0.112943116240725,0.0488229367042228,0.0187780525785472,0.137400384721077,0.246038288907209,0.241366675826692,0.143446001648805,0.0693413941559036,0.0318768892552899,0.282311990473573,0.461298891636897,0.442429238801869,0.25638911788953,0.118164330860126,0.0506549418338371,10917,7891,191,1628,0.722817623889347,0.0174956489878172,0.149125217550609,8386,294,808,2467,4817,1102,3569,0.0350584307178631,0.0963510612926306,0.294180777486287,0.57440973050322,0.131409492010494,0.42559026949678,10849,932,1945,0.0859065351645313,0.179279196239285,4593,457,739,1014,1223,1511,1950,2691,0.0994992379708252,0.160897017200087,0.220770738079686,0.266274765948182,0.328978880905726,0.424559111691705,0.585891574134553,8855,0.0547713156408809,0.00702268633018839
"181","91030",137,25616,683,1745,2202,2607,2896,1124,580,323,641,1629,2292,3203,3218,1285,678,510,0.0266630231105559,0.0681214865708932,0.0859618988132417,0.101772329793879,0.113054341036852,0.0438788257339163,0.0226420986883198,0.0126093066833229,0.0250234228607121,0.0635930668332292,0.08947532792005,0.125039038101187,0.125624609618988,0.0501639600249844,0.0264678326046221,0.0199094316052467,0.051686445971268,0.131714553404122,0.175437226733292,0.226811367895066,0.23867895065584,0.0940427857589007,0.0491099312929419,0.0325187382885696,0.180746408494691,0.214826670830731,0.147993441599001,0.079130231105559,0.0352514053716427,0.0126093066833229,0.178091817613991,0.250663647720175,0.17485165521549,0.0965412242348532,0.0463772642098688,0.0199094316052467,0.358838226108682,0.465490318550906,0.322845096814491,0.175671455340412,0.0816286695815115,0.0325187382885696,25616,11179,736,4765,0.436406933166771,0.0287320424734541,0.186016552154903,17791,557,1506,4340,11388,2063,6403,0.0313079647012534,0.0846495419032095,0.243943566972065,0.640098926423473,0.115957506604463,0.359901073576527,25311,1556,3471,0.0614752479159259,0.13713405238829,10318,983,1490,1965,2760,3343,4583,5824,0.0952704012405505,0.144407830974995,0.190443884473735,0.267493700329521,0.323996898623764,0.444175227757317,0.564450474898236,20214,0.0459582467596715,0.00534821986258589
"182","91040",167.666666666667,20372,507,1052,1993,1848,2756,1094,538,332,511,1033,1823,1925,2702,1165,635,458,0.0248870999410956,0.0516395052032201,0.0978303553897506,0.0907127429805616,0.135283722756725,0.0537011584527783,0.0264087963871981,0.0162968780679364,0.025083447869625,0.0507068525427057,0.0894855684272531,0.0944924406047516,0.132633025721579,0.0571863341841744,0.0311702336540349,0.022481837816611,0.0499705478107206,0.102346357745926,0.187315923817004,0.185205183585313,0.267916748478304,0.110887492636953,0.0575790300412331,0.0387787158845474,0.174356960534066,0.225996465737286,0.186775967013548,0.0964068329079128,0.0427056744551345,0.0162968780679364,0.165275868839584,0.22712546632633,0.198164146868251,0.11083840565482,0.053652071470646,0.022481837816611,0.33963282937365,0.453121932063617,0.384940113881799,0.207245238562733,0.0963577459257805,0.0387787158845474,20372,12836,239,4969,0.630080502650697,0.0117317887296289,0.24391321421559,14500,2222,3310,4594,4374,5532,10126,0.153241379310345,0.228275862068966,0.316827586206897,0.301655172413793,0.38151724137931,0.698344827586207,20014,1770,5041,0.0884380933346657,0.251873688418107,7163,747,1372,1929,2311,2978,3649,4748,0.1042859137233,0.191539857601564,0.269300572385872,0.322630182884266,0.415747591791149,0.509423425938852,0.662850760854391,16762,0.0544087817682854,0.00823025067085542
"183","91042",157.666666666667,27585,745,1538,2887,2697,3473,1441,630,323,712,1414,2669,2795,3558,1431,768,504,0.0270074315751314,0.0557549392785934,0.104658328801885,0.0977705274605764,0.125901758201921,0.0522385354359253,0.0228384991843393,0.0117092622802248,0.0258111292369041,0.0512597426137393,0.0967554830523835,0.101323182889251,0.128983143012507,0.0518760195758564,0.0278412180532898,0.0182707993474715,0.0528185608120355,0.107014681892333,0.201413811854269,0.199093710349828,0.254884901214428,0.104114555011782,0.0506797172376292,0.0299800616276962,0.18742069965561,0.223672285662498,0.171905020844662,0.0867862969004894,0.0345477614645641,0.0117092622802248,0.173826354903027,0.230306325901758,0.185426862425231,0.0979880369766177,0.0461120174007613,0.0182707993474715,0.361247054558637,0.453978611564256,0.357331883269893,0.184774333877107,0.0806597788653254,0.0299800616276962,27585,16450,405,7140,0.596338589813304,0.0146818923327896,0.258836324089179,19818,3049,4749,6447,5573,7798,14245,0.153850035321425,0.2396306388132,0.325310323947926,0.281209001917449,0.393480674134625,0.718790998082551,27323,4153,8991,0.151996486476595,0.329063426417304,9758,1774,2599,3187,4097,5007,6202,7300,0.181799549087928,0.26634556261529,0.32660381225661,0.4198606271777,0.513117442098791,0.63558106169297,0.748104119696659,22647,0.0524131231509692,0.00571566672708598
"184","91046",5,156,3,3,9,5,3,5,10,13,0,3,2,5,8,11,35,41,0.0192307692307692,0.0192307692307692,0.0576923076923077,0.032051282051282,0.0192307692307692,0.032051282051282,0.0641025641025641,0.0833333333333333,0,0.0192307692307692,0.0128205128205128,0.032051282051282,0.0512820512820513,0.0705128205128205,0.224358974358974,0.262820512820513,0.0192307692307692,0.0384615384615385,0.0705128205128205,0.0641025641025641,0.0705128205128205,0.102564102564103,0.288461538461538,0.346153846153846,0.0961538461538462,0.0512820512820513,0.185897435897436,0.179487179487179,0.147435897435897,0.0833333333333333,0.032051282051282,0.0833333333333333,0.583333333333333,0.557692307692308,0.487179487179487,0.262820512820513,0.128205128205128,0.134615384615385,0.769230769230769,0.737179487179487,0.634615384615385,0.346153846153846,156,119,0,21,0.762820512820513,0,0.134615384615385,123,46,49,28,0,95,123,0.373983739837398,0.398373983739837,0.227642276422764,0,0.772357723577236,1,123,38,67,0.308943089430894,0.544715447154472,109,53,77,109,109,109,109,109,0.486238532110092,0.706422018348624,1,1,1,1,1,123,0,0.032051282051282
"185","91101",126.333333333333,20460,589,639,2763,3220,1502,592,317,304,588,604,2870,2980,1515,775,522,680,0.0287878787878788,0.0312316715542522,0.135043988269795,0.157380254154448,0.0734115347018573,0.0289345063538612,0.0154936461388074,0.0148582600195503,0.0287390029325513,0.0295210166177908,0.140273704789834,0.145650048875855,0.0740469208211144,0.0378787878787879,0.0255131964809384,0.0332355816226784,0.0575268817204301,0.060752688172043,0.275317693059628,0.303030303030303,0.147458455522972,0.0668132942326491,0.0410068426197458,0.0480938416422287,0.195063538611926,0.230791788856305,0.10386119257087,0.059286412512219,0.0303519061583578,0.0148582600195503,0.198533724340176,0.21969696969697,0.144134897360704,0.0966275659824047,0.0587487781036168,0.0332355816226784,0.393597262952102,0.450488758553275,0.247996089931574,0.155913978494624,0.0891006842619746,0.0480938416422287,20460,8112,1596,5586,0.396480938416422,0.0780058651026393,0.273020527859238,15653,1920,1535,3054,9144,3455,6509,0.122660192934262,0.0980642688302562,0.19510636938606,0.584169168849422,0.220724461764518,0.415830831150578,20872,4100,7930,0.196435415868149,0.379934840935224,10911,2384,3134,4076,4918,5849,6972,8376,0.218495096691412,0.287233067546513,0.373567958940519,0.450737787553845,0.536064522041976,0.638988177069013,0.767665658509761,18339,0.0517476416380392,0.00617464972303682
"186","91103",219.333333333333,27480,929,1947,3169,2784,2548,1121,624,359,968,1856,2949,2848,2697,1313,732,636,0.033806404657933,0.0708515283842795,0.115320232896652,0.101310043668122,0.0927219796215429,0.0407933042212518,0.022707423580786,0.0130640465793304,0.0352256186317322,0.0675400291120815,0.107314410480349,0.103639010189229,0.0981441048034934,0.0477802037845706,0.0266375545851528,0.0231441048034935,0.0690320232896652,0.138391557496361,0.222634643377001,0.204949053857351,0.190866084425036,0.0885735080058224,0.0493449781659389,0.0362081513828239,0.219978165938865,0.194032023289665,0.13646288209607,0.0765647743813683,0.0357714701601164,0.0130640465793304,0.210080058224163,0.201783114992722,0.161353711790393,0.0975618631732169,0.0497816593886463,0.0231441048034935,0.430058224163028,0.395815138282387,0.297816593886463,0.174126637554585,0.0855531295487627,0.0362081513828239,27480,5210,5516,14190,0.189592430858806,0.200727802037846,0.516375545851528,18490,5866,3218,4013,5393,9084,13097,0.317252568956193,0.174040021633315,0.217036235803137,0.291671173607355,0.491292590589508,0.708328826392645,26642,3925,11249,0.147323774491405,0.422228060956385,8516,1351,2153,2979,3758,4319,5007,6219,0.15864255519023,0.252818224518553,0.34981211836543,0.441286989196806,0.50716298731799,0.587952090183185,0.730272428370127,22085,0.0602218700475436,0.00798156234837458
"187","91104",200.666666666667,36751,1269,2176,3668,4146,3864,1538,797,416,1202,2140,3420,4250,4228,1801,995,841,0.0345296726619684,0.0592092732170553,0.0998068079780142,0.112813256782128,0.10513999619058,0.0418492013822753,0.0216864847215042,0.0113194198797312,0.0327065930178771,0.0582297080351555,0.0930586922804822,0.115643111752061,0.115044488585345,0.0490054692389323,0.0270740932219531,0.0228837310549373,0.0672362656798454,0.117438981252211,0.192865500258496,0.22845636853419,0.220184484775924,0.0908546706212076,0.0487605779434573,0.0342031509346684,0.193545753857038,0.217953252972708,0.142173002095181,0.0748551059835107,0.0330059046012353,0.0113194198797312,0.183994993333515,0.230687600337406,0.17278441402955,0.0989632935158227,0.0499578242768904,0.0228837310549373,0.377540747190553,0.448640853310114,0.314957416124731,0.173818399499333,0.0829637288781258,0.0342031509346684,36751,15234,3708,13836,0.414519332807271,0.100895213735681,0.376479551576828,26102,5431,4918,6279,9474,10349,16628,0.208068347253084,0.188414680867366,0.240556279212321,0.362960692667229,0.396483028120451,0.637039307332771,37060,4268,12107,0.115164597949271,0.326686454398273,12851,1996,3142,4223,5158,6123,7232,8727,0.155318652244961,0.244494591860556,0.328612559333904,0.401369543226208,0.476460975799549,0.562757762041864,0.679091121313516,30387,0.063481093888834,0.0054601688842934
"188","91105",112.333333333333,11254,245,442,687,1115,1322,773,483,365,240,414,708,1092,1275,915,598,580,0.021770037320064,0.0392749244712991,0.0610449617913631,0.0990758841300871,0.117469344233162,0.0686866891771814,0.0429180735738404,0.0324329127421361,0.0213257508441443,0.0367869202061489,0.0629109649902257,0.0970321663408566,0.113293051359517,0.0813044250933002,0.0531366625199929,0.0515372312066821,0.0430957881642083,0.076061844677448,0.123955926781589,0.196108050470944,0.230762395592678,0.149991114270482,0.0960547360938333,0.0839701439488182,0.122089923582726,0.216545228363249,0.223031810911676,0.144037675493158,0.0753509863159765,0.0324329127421361,0.121023636040519,0.210325217700373,0.26310645103963,0.185978318819975,0.104673893726675,0.0515372312066821,0.243113559623245,0.426870446063622,0.486138261951306,0.330015994313133,0.180024880042651,0.0839701439488182,11254,7383,503,1595,0.656033410342989,0.0446952194775191,0.141727385818376,8616,226,624,1675,6091,850,2525,0.026230269266481,0.0724233983286908,0.194405756731662,0.706940575673166,0.0986536675951718,0.293059424326834,10321,735,1402,0.0712140296482899,0.13583955043116,4937,431,620,877,1070,1273,1552,2052,0.0872999797447843,0.125582337451894,0.177638241847276,0.216730808183107,0.257848896090743,0.314360947944096,0.415637026534333,9259,0.0597256723188249,0.00998163615899532
"189","91106",120.333333333333,24229,674,956,3446,3158,2093,907,453,306,590,974,3042,3084,2251,1167,588,540,0.0278179041644311,0.0394568492302613,0.142226257790251,0.130339675595361,0.0863840851871724,0.0374344793429362,0.0186966032440464,0.0126294935820711,0.024350984357588,0.0401997606174419,0.12555202443353,0.127285484336952,0.0929051962524248,0.0481654216022122,0.0242684386479013,0.0222873416154195,0.0521688885220191,0.0796566098477032,0.267778282223781,0.257625159932312,0.179289281439597,0.0855999009451484,0.0429650418919477,0.0349168351974906,0.209501011184944,0.216723760782533,0.122539106029964,0.0687605761690536,0.0313260968261175,0.0126294935820711,0.19010276940856,0.220190680589376,0.15568120846919,0.094721201865533,0.0465557802633208,0.0222873416154195,0.399603780593504,0.43691444137191,0.278220314499154,0.163481778034587,0.0778818770894383,0.0349168351974906,24229,10280,1530,6318,0.424284947789839,0.0631474679103554,0.260761896900409,17621,1716,2272,4784,8849,3988,8772,0.0973838034163782,0.128937063730776,0.271494239827479,0.502184893025368,0.226320867147154,0.497815106974633,24210,2965,7593,0.12247005369682,0.31363073110285,10692,1411,2485,3221,4016,4818,5998,7384,0.131967826412271,0.232416760194538,0.301253273475496,0.375607931163487,0.450617283950617,0.560980172091283,0.690609801720913,21149,0.0530048702066292,0.00496650019948547
"190","91107",255,32940,987,1744,2881,3587,3594,1590,896,661,880,1706,2780,3736,3787,1920,1112,1079,0.0299635701275046,0.0529447480267152,0.0874620522161506,0.108894960534305,0.109107468123862,0.0482695810564663,0.0272009714632665,0.020066788099575,0.0267152398299939,0.0517911353976928,0.0843958712811172,0.113418336369156,0.114966605950213,0.058287795992714,0.0337583485124469,0.0327565270188221,0.0566788099574985,0.104735883424408,0.171857923497268,0.222313296903461,0.224074074074074,0.10655737704918,0.0609593199757134,0.0528233151183971,0.17037037037037,0.218002428658166,0.166545233758349,0.0955373406193078,0.0472677595628415,0.020066788099575,0.162902246508804,0.228384942319369,0.20063752276867,0.124802671523983,0.066514875531269,0.0327565270188221,0.333272616879174,0.446387370977535,0.367182756527019,0.220340012143291,0.113782635094111,0.0528233151183971,32940,15389,1659,8320,0.467182756527019,0.0503642987249545,0.252580449301761,23212,1829,3824,5538,12021,5653,11191,0.078795450628985,0.16474237463381,0.238583491297605,0.5178786834396,0.243537825262795,0.4821213165604,31218,2278,6214,0.0729707220193478,0.199051829072971,12511,1255,2098,2906,3806,4641,5875,7422,0.1003117256814,0.167692430661018,0.232275597474223,0.304212293182,0.370953560866438,0.46958676364799,0.593237950603469,25928,0.0500617093489664,0.00774134790528233
