"","ZIP","AGE.SEX","Death"
"855",90063,7,29.6666666666667
"856",90063,8,41
"857",90063,9,3.33333333333333
"858",90063,10,1
"859",90063,11,3
"860",90063,12,3.66666666666667
"861",90063,13,11.6666666666667
"862",90063,14,10.6666666666667
"863",90063,15,27.6666666666667
"864",90063,16,73.6666666666667
"865",90064,1,0
"866",90064,2,0
"867",90064,3,1.66666666666667
"868",90064,4,1.66666666666667
"869",90064,5,8.33333333333333
"870",90064,6,7
"871",90064,7,14.6666666666667
"872",90064,8,43
"873",90064,9,0.333333333333333
"874",90064,10,0
"875",90064,11,0
"876",90064,12,2.66666666666667
"877",90064,13,7.66666666666667
"878",90064,14,7.33333333333333
"879",90064,15,11
"880",90064,16,75.3333333333333
"881",90065,1,2
"882",90065,2,1
"883",90065,3,7.66666666666667
"884",90065,4,8.66666666666667
"885",90065,5,25.3333333333333
"886",90065,6,23
"887",90065,7,30.3333333333333
"888",90065,8,37.6666666666667
"889",90065,9,0.666666666666667
"890",90065,10,0.666666666666667
"891",90065,11,1.33333333333333
"892",90065,12,2.33333333333333
"893",90065,13,10.6666666666667
"894",90065,14,13.6666666666667
"895",90065,15,21
"896",90065,16,58.3333333333333
"897",90066,1,0.666666666666667
"898",90066,2,0.666666666666667
"899",90066,3,4
"900",90066,4,7.66666666666667
"901",90066,5,25.3333333333333
"902",90066,6,22
"903",90066,7,36
"904",90066,8,73
"905",90066,9,1
"906",90066,10,0
"907",90066,11,1.33333333333333
"908",90066,12,4
"909",90066,13,12
"910",90066,14,14
"911",90066,15,26.3333333333333
"912",90066,16,118.666666666667
"913",90067,1,0
"914",90067,2,0
"915",90067,3,0
"916",90067,4,0.333333333333333
"917",90067,5,1.66666666666667
"918",90067,6,1.66666666666667
"919",90067,7,2.66666666666667
"920",90067,8,17.6666666666667
"921",90067,9,0
"922",90067,10,0
"923",90067,11,0
"924",90067,12,0.666666666666667
"925",90067,13,0.333333333333333
"926",90067,14,0.666666666666667
"927",90067,15,2.33333333333333
"928",90067,16,19.3333333333333
"929",90068,1,0.666666666666667
"930",90068,2,0
"931",90068,3,1
"932",90068,4,6
"933",90068,5,8.33333333333333
"934",90068,6,8
"935",90068,7,16.3333333333333
"936",90068,8,26.6666666666667
"937",90068,9,0.666666666666667
"938",90068,10,0
"939",90068,11,0.333333333333333
"940",90068,12,2.33333333333333
"941",90068,13,2.66666666666667
"942",90068,14,7.33333333333333
"943",90068,15,10.6666666666667
"944",90068,16,37
"945",90069,1,0.666666666666667
"946",90069,2,0
"947",90069,3,0.333333333333333
"948",90069,4,6.66666666666667
"949",90069,5,16.6666666666667
"950",90069,6,12.6666666666667
"951",90069,7,11
"952",90069,8,32.6666666666667
"953",90069,9,0
"954",90069,10,0
"955",90069,11,0.666666666666667
"956",90069,12,1.66666666666667
"957",90069,13,5
"958",90069,14,3
"959",90069,15,11.6666666666667
"960",90069,16,44.3333333333333
"961",90071,1,0
"962",90071,2,0
"963",90071,3,0
"964",90071,4,0
"965",90071,5,0
"966",90071,6,0.333333333333333
"967",90071,7,0.333333333333333
"968",90071,8,0
"969",90071,9,0
"970",90071,10,0
"971",90071,11,0
"972",90071,12,0
"973",90071,13,0.333333333333333
"974",90071,14,0
"975",90071,15,0
"976",90071,16,0.333333333333333
"977",90073,1,0
"978",90073,2,0
"979",90073,3,0
"980",90073,4,0.666666666666667
"981",90073,5,3.66666666666667
"982",90073,6,4
"983",90073,7,3
"984",90073,8,3.66666666666667
"985",90073,9,0
"986",90073,10,0
"987",90073,11,0
"988",90073,12,0
"989",90073,13,0.666666666666667
"990",90073,14,0.333333333333333
"991",90073,15,0
"992",90073,16,0.666666666666667
"993",90077,1,0
"994",90077,2,0
"995",90077,3,0.666666666666667
"996",90077,4,0.333333333333333
"997",90077,5,2.33333333333333
"998",90077,6,4.66666666666667
"999",90077,7,5
"1000",90077,8,24.6666666666667
"1001",90077,9,0.333333333333333
"1002",90077,10,0
"1003",90077,11,0
"1004",90077,12,0
"1005",90077,13,1
"1006",90077,14,2
"1007",90077,15,3.33333333333333
"1008",90077,16,13.6666666666667
"1009",90079,1,0
"1010",90079,2,0
"1011",90079,3,0
"1012",90079,4,0
"1013",90079,5,0.333333333333333
"1014",90079,6,0.333333333333333
"1015",90079,7,0
"1016",90079,8,0
"1017",90079,9,0
"1018",90079,10,0
"1019",90079,11,0
