"","ZIP","AGE.SEX","Death"
"2932",91046,4,0
"2933",91046,5,0
"2934",91046,6,0
"2935",91046,7,0.333333333333333
"2936",91046,8,1.33333333333333
"2937",91046,9,0
"2938",91046,10,0
"2939",91046,11,0
"2940",91046,12,0
"2941",91046,13,0
"2942",91046,14,0.333333333333333
"2943",91046,15,0.333333333333333
"2944",91046,16,2.66666666666667
"2945",91101,1,1
"2946",91101,2,0.333333333333333
"2947",91101,3,0.333333333333333
"2948",91101,4,3.33333333333333
"2949",91101,5,6.66666666666667
"2950",91101,6,6.33333333333333
"2951",91101,7,7.66666666666667
"2952",91101,8,31
"2953",91101,9,0
"2954",91101,10,0
"2955",91101,11,0.333333333333333
"2956",91101,12,1.33333333333333
"2957",91101,13,5
"2958",91101,14,2.33333333333333
"2959",91101,15,10.3333333333333
"2960",91101,16,50.3333333333333
"2961",91103,1,1
"2962",91103,2,0
"2963",91103,3,4
"2964",91103,4,5
"2965",91103,5,23.3333333333333
"2966",91103,6,22.6666666666667
"2967",91103,7,22.6666666666667
"2968",91103,8,33.3333333333333
"2969",91103,9,1.33333333333333
"2970",91103,10,0.666666666666667
"2971",91103,11,1.66666666666667
"2972",91103,12,4.33333333333333
"2973",91103,13,12.6666666666667
"2974",91103,14,12.6666666666667
"2975",91103,15,23
"2976",91103,16,51
"2977",91104,1,1.33333333333333
"2978",91104,2,0
"2979",91104,3,3
"2980",91104,4,3
"2981",91104,5,12.3333333333333
"2982",91104,6,11.6666666666667
"2983",91104,7,21
"2984",91104,8,40.6666666666667
"2985",91104,9,1
"2986",91104,10,0.333333333333333
"2987",91104,11,0.666666666666667
"2988",91104,12,4.33333333333333
"2989",91104,13,13.6666666666667
"2990",91104,14,11.3333333333333
"2991",91104,15,14.6666666666667
"2992",91104,16,61.6666666666667
"2993",91105,1,0
"2994",91105,2,0
"2995",91105,3,0
"2996",91105,4,1.66666666666667
"2997",91105,5,2
"2998",91105,6,6.33333333333333
"2999",91105,7,12.3333333333333
"3000",91105,8,26
"3001",91105,9,0
"3002",91105,10,0
"3003",91105,11,0.333333333333333
"3004",91105,12,0
"3005",91105,13,1.33333333333333
"3006",91105,14,4.66666666666667
"3007",91105,15,12
"3008",91105,16,45.6666666666667
"3009",91106,1,1
"3010",91106,2,0
"3011",91106,3,1.33333333333333
"3012",91106,4,3.66666666666667
"3013",91106,5,7.66666666666667
"3014",91106,6,9.33333333333333
"3015",91106,7,11
"3016",91106,8,23.6666666666667
"3017",91106,9,0.666666666666667
"3018",91106,10,0
"3019",91106,11,0.333333333333333
"3020",91106,12,1.33333333333333
"3021",91106,13,6.33333333333333
"3022",91106,14,7
"3023",91106,15,8
"3024",91106,16,39
"3025",91107,1,0.333333333333333
"3026",91107,2,0
"3027",91107,3,1.66666666666667
"3028",91107,4,3.33333333333333
"3029",91107,5,11.3333333333333
"3030",91107,6,13.3333333333333
"3031",91107,7,27
"3032",91107,8,63.3333333333333
"3033",91107,9,1.33333333333333
"3034",91107,10,0.333333333333333
"3035",91107,11,0.333333333333333
"3036",91107,12,2
"3037",91107,13,11.3333333333333
"3038",91107,14,10
"3039",91107,15,19.6666666666667
"3040",91107,16,89.6666666666667
"3041",91108,1,0
"3042",91108,2,0
"3043",91108,3,0
"3044",91108,4,0.666666666666667
"3045",91108,5,3.66666666666667
"3046",91108,6,4.66666666666667
"3047",91108,7,7
"3048",91108,8,26
"3049",91108,9,0
"3050",91108,10,0
"3051",91108,11,0.333333333333333
"3052",91108,12,0.666666666666667
"3053",91108,13,2.66666666666667
"3054",91108,14,3.33333333333333
"3055",91108,15,8
"3056",91108,16,25
"3057",91201,1,0.333333333333333
"3058",91201,2,0.333333333333333
"3059",91201,3,1
"3060",91201,4,2.33333333333333
"3061",91201,5,12.3333333333333
"3062",91201,6,13.3333333333333
"3063",91201,7,17.6666666666667
"3064",91201,8,31
"3065",91201,9,0
"3066",91201,10,0
"3067",91201,11,0
"3068",91201,12,1.33333333333333
"3069",91201,13,6.66666666666667
"3070",91201,14,10.3333333333333
"3071",91201,15,16
"3072",91201,16,47.3333333333333
"3073",91202,1,0.333333333333333
"3074",91202,2,0
"3075",91202,3,1
"3076",91202,4,1.33333333333333
"3077",91202,5,9.66666666666667
"3078",91202,6,9.33333333333333
"3079",91202,7,20.6666666666667
"3080",91202,8,36.6666666666667
"3081",91202,9,0.333333333333333
"3082",91202,10,0
"3083",91202,11,0.333333333333333
"3084",91202,12,1
"3085",91202,13,3.66666666666667
"3086",91202,14,6.33333333333333
"3087",91202,15,13.6666666666667
"3088",91202,16,52.6666666666667
"3089",91203,1,0
"3090",91203,2,0
"3091",91203,3,1
"3092",91203,4,2
"3093",91203,5,5.33333333333333
"3094",91203,6,5
"3095",91203,7,13
"3096",91203,8,18
"3097",91203,9,1.33333333333333
"3098",91203,10,0.333333333333333
"3099",91203,11,0
"3100",91203,12,1.33333333333333
"3101",91203,13,4.33333333333333
"3102",91203,14,7.33333333333333
"3103",91203,15,6.66666666666667
"3104",91203,16,21
"3105",91204,1,0.666666666666667
"3106",91204,2,0.333333333333333
"3107",91204,3,1
"3108",91204,4,1.33333333333333
"3109",91204,5,9
"3110",91204,6,8
"3111",91204,7,14.3333333333333
"3112",91204,8,24.6666666666667
"3113",91204,9,1
"3114",91204,10,0.333333333333333
"3115",91204,11,0.666666666666667
"3116",91204,12,1.33333333333333
"3117",91204,13,6.33333333333333
"3118",91204,14,6.66666666666667
"3119",91204,15,10.6666666666667
"3120",91204,16,40
"3121",91205,1,2.33333333333333
"3122",91205,2,0
"3123",91205,3,2
"3124",91205,4,3.66666666666667
"3125",91205,5,18
"3126",91205,6,17
"3127",91205,7,35
"3128",91205,8,57
"3129",91205,9,0
"3130",91205,10,0.333333333333333
"3131",91205,11,1
"3132",91205,12,3.33333333333333
"3133",91205,13,10.6666666666667
"3134",91205,14,17
"3135",91205,15,30.3333333333333
"3136",91205,16,81.6666666666667
"3137",91206,1,0.666666666666667
"3138",91206,2,0
"3139",91206,3,0.666666666666667
"3140",91206,4,2
"3141",91206,5,13.3333333333333
"3142",91206,6,19.3333333333333
"3143",91206,7,22.3333333333333
"3144",91206,8,60.6666666666667
"3145",91206,9,1.33333333333333
"3146",91206,10,0.333333333333333
"3147",91206,11,1
"3148",91206,12,2.33333333333333
"3149",91206,13,7.66666666666667
"3150",91206,14,9.66666666666667
"3151",91206,15,23.3333333333333
"3152",91206,16,80.6666666666667
"3153",91207,1,0
"3154",91207,2,0
"3155",91207,3,0
"3156",91207,4,0.666666666666667
"3157",91207,5,5.33333333333333
"3158",91207,6,3.66666666666667
"3159",91207,7,11.3333333333333
"3160",91207,8,19.3333333333333
"3161",91207,9,0
"3162",91207,10,0
"3163",91207,11,0.333333333333333
"3164",91207,12,0.666666666666667
"3165",91207,13,3.66666666666667
"3166",91207,14,4.66666666666667
"3167",91207,15,9.33333333333333
"3168",91207,16,28
"3169",91208,1,0.666666666666667
"3170",91208,2,0
"3171",91208,3,1
"3172",91208,4,1
"3173",91208,5,8
"3174",91208,6,9.33333333333333
"3175",91208,7,11.3333333333333
"3176",91208,8,28.3333333333333
"3177",91208,9,0
"3178",91208,10,0
"3179",91208,11,0
"3180",91208,12,0.333333333333333
"3181",91208,13,3
"3182",91208,14,5.66666666666667
"3183",91208,15,6.66666666666667
"3184",91208,16,34.6666666666667
"3185",91210,1,0
"3186",91210,2,0
"3187",91210,3,0
"3188",91210,4,0
"3189",91210,5,0.666666666666667
"3190",91210,6,0.333333333333333
"3191",91210,7,0.666666666666667
"3192",91210,8,0.333333333333333
"3193",91210,9,0
"3194",91210,10,0
"3195",91210,11,0
"3196",91210,12,0
"3197",91210,13,0
"3198",91210,14,0
"3199",91210,15,0
"3200",91210,16,0
"3201",91214,1,0.333333333333333
"3202",91214,2,0
"3203",91214,3,2.33333333333333
"3204",91214,4,3
"3205",91214,5,9.66666666666667
"3206",91214,6,14
"3207",91214,7,23.3333333333333
"3208",91214,8,41.3333333333333
"3209",91214,9,0
"3210",91214,10,0
"3211",91214,11,0.666666666666667
"3212",91214,12,3.33333333333333
"3213",91214,13,6.33333333333333
"3214",91214,14,9.66666666666667
"3215",91214,15,15
"3216",91214,16,65.3333333333333
"3217",91301,1,1.33333333333333
"3218",91301,2,0
"3219",91301,3,1.66666666666667
"3220",91301,4,3
"3221",91301,5,7.33333333333333
"3222",91301,6,8.33333333333333
"3223",91301,7,10
"3224",91301,8,27
"3225",91301,9,0
"3226",91301,10,0
"3227",91301,11,0.666666666666667
"3228",91301,12,1
"3229",91301,13,7.66666666666667
"3230",91301,14,6.66666666666667
"3231",91301,15,10.3333333333333
"3232",91301,16,44.6666666666667
"3233",91302,1,0.333333333333333
"3234",91302,2,0
"3235",91302,3,1.33333333333333
"3236",91302,4,1.33333333333333
"3237",91302,5,9.33333333333333
"3238",91302,6,10.6666666666667
"3239",91302,7,10.3333333333333
"3240",91302,8,32.3333333333333
"3241",91302,9,0.333333333333333
"3242",91302,10,0
"3243",91302,11,0.666666666666667
"3244",91302,12,1.33333333333333
"3245",91302,13,4.33333333333333
"3246",91302,14,7.66666666666667
"3247",91302,15,10.3333333333333
"3248",91302,16,31
"3249",91303,1,0.333333333333333
"3250",91303,2,0
"3251",91303,3,2.66666666666667
"3252",91303,4,5
"3253",91303,5,10
"3254",91303,6,6.33333333333333
"3255",91303,7,8
"3256",91303,8,18.3333333333333
"3257",91303,9,0.666666666666667
"3258",91303,10,0.333333333333333
"3259",91303,11,1
"3260",91303,12,1.66666666666667
"3261",91303,13,9.66666666666667
"3262",91303,14,7.33333333333333
"3263",91303,15,8.66666666666667
"3264",91303,16,28.3333333333333
"3265",91304,1,1.66666666666667
"3266",91304,2,0.333333333333333
"3267",91304,3,3.66666666666667
"3268",91304,4,6
"3269",91304,5,25.6666666666667
"3270",91304,6,22
"3271",91304,7,29.6666666666667
"3272",91304,8,55.3333333333333
"3273",91304,9,1.66666666666667
"3274",91304,10,0.333333333333333
"3275",91304,11,1.66666666666667
"3276",91304,12,2.66666666666667
"3277",91304,13,10.6666666666667
"3278",91304,14,15.3333333333333
"3279",91304,15,28.3333333333333
"3280",91304,16,88
"3281",91306,1,1.66666666666667
"3282",91306,2,0.666666666666667
"3283",91306,3,7
"3284",91306,4,7
"3285",91306,5,27.6666666666667
"3286",91306,6,14.3333333333333
"3287",91306,7,20.3333333333333
"3288",91306,8,47.6666666666667
"3289",91306,9,1.33333333333333
"3290",91306,10,0
"3291",91306,11,1.33333333333333
"3292",91306,12,5.33333333333333
"3293",91306,13,14.6666666666667
"3294",91306,14,11.3333333333333
"3295",91306,15,19.3333333333333
"3296",91306,16,57
"3297",91307,1,0.333333333333333
"3298",91307,2,0.333333333333333
"3299",91307,3,2
"3300",91307,4,4
"3301",91307,5,10.3333333333333
"3302",91307,6,10.3333333333333
"3303",91307,7,23
"3304",91307,8,42
"3305",91307,9,0
"3306",91307,10,0
"3307",91307,11,0.666666666666667
"3308",91307,12,2
"3309",91307,13,6.66666666666667
"3310",91307,14,8.33333333333333
"3311",91307,15,20
"3312",91307,16,60
"3313",91311,1,1.33333333333333
"3314",91311,2,0
"3315",91311,3,1.66666666666667
"3316",91311,4,4.66666666666667
"3317",91311,5,19.3333333333333
"3318",91311,6,23.3333333333333
"3319",91311,7,33
"3320",91311,8,59
"3321",91311,9,0.333333333333333
"3322",91311,10,0
"3323",91311,11,0.666666666666667
"3324",91311,12,2
"3325",91311,13,14
"3326",91311,14,10
"3327",91311,15,23
"3328",91311,16,72.6666666666667
"3329",91316,1,0
"3330",91316,2,0
"3331",91316,3,0.666666666666667
"3332",91316,4,2
"3333",91316,5,8
"3334",91316,6,16
"3335",91316,7,25.6666666666667
"3336",91316,8,56
"3337",91316,9,0
"3338",91316,10,0
"3339",91316,11,0.666666666666667
"3340",91316,12,1.33333333333333
"3341",91316,13,5.33333333333333
"3342",91316,14,10.3333333333333
"3343",91316,15,15.3333333333333
"3344",91316,16,52.6666666666667
"3345",91320,1,1.33333333333333
"3346",91320,2,0
"3347",91320,3,3.66666666666667
"3348",91320,4,5
"3349",91320,5,15.6666666666667
"3350",91320,6,17
"3351",91320,7,24.6666666666667
"3352",91320,8,38
"3353",91320,9,0.666666666666667
"3354",91320,10,0.333333333333333
"3355",91320,11,2.66666666666667
"3356",91320,12,1.66666666666667
"3357",91320,13,10.3333333333333
"3358",91320,14,12.6666666666667
"3359",91320,15,16.6666666666667
"3360",91320,16,59
"3361",91321,1,1.66666666666667
"3362",91321,2,0
"3363",91321,3,4.33333333333333
"3364",91321,4,2.66666666666667
"3365",91321,5,15.6666666666667
"3366",91321,6,12.6666666666667
"3367",91321,7,21.3333333333333
"3368",91321,8,51
"3369",91321,9,1
"3370",91321,10,0
"3371",91321,11,0.666666666666667
"3372",91321,12,4.33333333333333
"3373",91321,13,6
"3374",91321,14,9.66666666666667
"3375",91321,15,20.6666666666667
"3376",91321,16,75.6666666666667
"3377",91324,1,1.33333333333333
"3378",91324,2,0
"3379",91324,3,1
"3380",91324,4,5.66666666666667
"3381",91324,5,13.3333333333333
"3382",91324,6,12
"3383",91324,7,19.3333333333333
"3384",91324,8,37
"3385",91324,9,0.333333333333333
"3386",91324,10,0
"3387",91324,11,1.66666666666667
"3388",91324,12,2
"3389",91324,13,6.66666666666667
"3390",91324,14,9
"3391",91324,15,19
"3392",91324,16,53.6666666666667
"3393",91325,1,2.66666666666667
"3394",91325,2,0
"3395",91325,3,3
"3396",91325,4,4
"3397",91325,5,15.6666666666667
"3398",91325,6,18
"3399",91325,7,20.6666666666667
"3400",91325,8,45.6666666666667
"3401",91325,9,1
"3402",91325,10,0
"3403",91325,11,1.66666666666667
"3404",91325,12,2
"3405",91325,13,12.3333333333333
"3406",91325,14,13.3333333333333
"3407",91325,15,15.3333333333333
"3408",91325,16,62
"3409",91326,1,0.666666666666667
"3410",91326,2,0.666666666666667
"3411",91326,3,1.33333333333333
"3412",91326,4,1
"3413",91326,5,10.6666666666667
"3414",91326,6,12.3333333333333
"3415",91326,7,20.3333333333333
"3416",91326,8,43
"3417",91326,9,0.666666666666667
"3418",91326,10,0
"3419",91326,11,1
"3420",91326,12,3
"3421",91326,13,6.66666666666667
"3422",91326,14,6.33333333333333
"3423",91326,15,19.6666666666667
"3424",91326,16,56.3333333333333
"3425",91330,1,0
"3426",91330,2,0
"3427",91330,3,0
"3428",91330,4,0
"3429",91330,5,0.333333333333333
"3430",91330,6,0
"3431",91330,7,0
"3432",91330,8,0
"3433",91330,9,0
"3434",91330,10,0
"3435",91330,11,0
"3436",91330,12,0
"3437",91330,13,0
"3438",91330,14,0
"3439",91330,15,0
"3440",91330,16,0.333333333333333
"3441",91331,1,8
"3442",91331,2,2
"3443",91331,3,16.3333333333333
"3444",91331,4,21
"3445",91331,5,40
"3446",91331,6,40
"3447",91331,7,43.6666666666667
"3448",91331,8,58
"3449",91331,9,4.33333333333333
"3450",91331,10,1.33333333333333
"3451",91331,11,5.66666666666667
"3452",91331,12,9.33333333333333
"3453",91331,13,24.3333333333333
"3454",91331,14,28.6666666666667
"3455",91331,15,40.6666666666667
"3456",91331,16,86.6666666666667
"3457",91335,1,1.66666666666667
"3458",91335,2,0
"3459",91335,3,6.66666666666667
"3460",91335,4,7.33333333333333
"3461",91335,5,32
"3462",91335,6,31.3333333333333
"3463",91335,7,40
"3464",91335,8,98.3333333333333
"3465",91335,9,3
"3466",91335,10,0.333333333333333
"3467",91335,11,2.66666666666667
"3468",91335,12,4.66666666666667
"3469",91335,13,19.6666666666667
"3470",91335,14,22.3333333333333
"3471",91335,15,43
"3472",91335,16,198.333333333333
"3473",91340,1,1.33333333333333
"3474",91340,2,0.333333333333333
"3475",91340,3,2.66666666666667
"3476",91340,4,6.66666666666667
"3477",91340,5,13.3333333333333
"3478",91340,6,11
"3479",91340,7,11.3333333333333
"3480",91340,8,24.3333333333333
"3481",91340,9,1.33333333333333
"3482",91340,10,0
"3483",91340,11,2.33333333333333
"3484",91340,12,2.66666666666667
"3485",91340,13,4
"3486",91340,14,8.66666666666667
"3487",91340,15,13.3333333333333
"3488",91340,16,32
"3489",91342,1,5.33333333333333
"3490",91342,2,0.666666666666667
"3491",91342,3,9.33333333333333
"3492",91342,4,15
"3493",91342,5,44.6666666666667
"3494",91342,6,42.3333333333333
"3495",91342,7,54.3333333333333
"3496",91342,8,65.3333333333333
"3497",91342,9,5.33333333333333
"3498",91342,10,1
"3499",91342,11,3
"3500",91342,12,6.66666666666667
"3501",91342,13,26.3333333333333
"3502",91342,14,28.6666666666667
"3503",91342,15,40.6666666666667
"3504",91342,16,106.333333333333
"3505",91343,1,4
"3506",91343,2,0.666666666666667
"3507",91343,3,4
"3508",91343,4,9.33333333333333
"3509",91343,5,27.3333333333333
"3510",91343,6,21.3333333333333
"3511",91343,7,33
"3512",91343,8,61
"3513",91343,9,2.33333333333333
"3514",91343,10,0.333333333333333
"3515",91343,11,3
"3516",91343,12,5
"3517",91343,13,18
"3518",91343,14,15
"3519",91343,15,23.3333333333333
"3520",91343,16,72.3333333333333
"3521",91344,1,0.666666666666667
"3522",91344,2,0.666666666666667
"3523",91344,3,5
"3524",91344,4,7
"3525",91344,5,25.6666666666667
"3526",91344,6,21.6666666666667
"3527",91344,7,47
"3528",91344,8,75.3333333333333
"3529",91344,9,1
"3530",91344,10,0
"3531",91344,11,0.666666666666667
"3532",91344,12,3.66666666666667
"3533",91344,13,16.6666666666667
"3534",91344,14,10.6666666666667
"3535",91344,15,38.6666666666667
"3536",91344,16,117.333333333333
"3537",91345,1,0.333333333333333
"3538",91345,2,0
"3539",91345,3,1.66666666666667
"3540",91345,4,3.66666666666667
"3541",91345,5,7.33333333333333
"3542",91345,6,7
"3543",91345,7,8.66666666666667
"3544",91345,8,31.6666666666667
"3545",91345,9,0.333333333333333
"3546",91345,10,0
"3547",91345,11,1.33333333333333
"3548",91345,12,2.33333333333333
"3549",91345,13,6
"3550",91345,14,7.66666666666667
"3551",91345,15,9
"3552",91345,16,48.3333333333333
"3553",91350,1,2.33333333333333
"3554",91350,2,0
"3555",91350,3,4
"3556",91350,4,4.33333333333333
"3557",91350,5,16
"3558",91350,6,14
"3559",91350,7,16.6666666666667
"3560",91350,8,19.3333333333333
"3561",91350,9,1.33333333333333
"3562",91350,10,0
"3563",91350,11,1.66666666666667
"3564",91350,12,1.33333333333333
"3565",91350,13,6.33333333333333
"3566",91350,14,9.33333333333333
"3567",91350,15,16.3333333333333
"3568",91350,16,33.6666666666667
"3569",91351,1,2.33333333333333
"3570",91351,2,0.333333333333333
"3571",91351,3,4
"3572",91351,4,5.66666666666667
"3573",91351,5,17
"3574",91351,6,16
"3575",91351,7,19
"3576",91351,8,19
"3577",91351,9,0.666666666666667
"3578",91351,10,0
"3579",91351,11,0.666666666666667
"3580",91351,12,4
"3581",91351,13,10.6666666666667
"3582",91351,14,12
"3583",91351,15,14
"3584",91351,16,26
"3585",91352,1,4.33333333333333
"3586",91352,2,0.666666666666667
"3587",91352,3,5.66666666666667
"3588",91352,4,9
"3589",91352,5,19
"3590",91352,6,22
"3591",91352,7,17.3333333333333
"3592",91352,8,40.6666666666667
"3593",91352,9,1.66666666666667
"3594",91352,10,1
"3595",91352,11,2
"3596",91352,12,2.66666666666667
"3597",91352,13,8.66666666666667
"3598",91352,14,13
"3599",91352,15,18
"3600",91352,16,56
"3601",91354,1,1.33333333333333
"3602",91354,2,0
"3603",91354,3,1
"3604",91354,4,1.66666666666667
"3605",91354,5,9.66666666666667
"3606",91354,6,5.66666666666667
"3607",91354,7,7.66666666666667
"3608",91354,8,13.3333333333333
"3609",91354,9,2.33333333333333
"3610",91354,10,0
"3611",91354,11,0
"3612",91354,12,0.666666666666667
"3613",91354,13,3.33333333333333
"3614",91354,14,4.33333333333333
"3615",91354,15,6.33333333333333
"3616",91354,16,19.6666666666667
"3617",91355,1,1.66666666666667
"3618",91355,2,0.333333333333333
"3619",91355,3,1
"3620",91355,4,2.33333333333333
"3621",91355,5,12.3333333333333
"3622",91355,6,11.3333333333333
"3623",91355,7,18.3333333333333
"3624",91355,8,30
"3625",91355,9,1
"3626",91355,10,0
"3627",91355,11,1
"3628",91355,12,2.33333333333333
"3629",91355,13,4.66666666666667
"3630",91355,14,9.33333333333333
"3631",91355,15,14.3333333333333
"3632",91355,16,53.3333333333333
"3633",91356,1,2
"3634",91356,2,0
"3635",91356,3,0.333333333333333
"3636",91356,4,1.33333333333333
"3637",91356,5,10.3333333333333
"3638",91356,6,10.6666666666667
"3639",91356,7,18.3333333333333
"3640",91356,8,58
"3641",91356,9,0.333333333333333
"3642",91356,10,0
"3643",91356,11,0
"3644",91356,12,0.666666666666667
"3645",91356,13,6.66666666666667
"3646",91356,14,8.66666666666667
"3647",91356,15,18.6666666666667
"3648",91356,16,74.3333333333333
"3649",91360,1,1
"3650",91360,2,0
"3651",91360,3,4.33333333333333
"3652",91360,4,4.66666666666667
"3653",91360,5,14.6666666666667
"3654",91360,6,16.3333333333333
"3655",91360,7,33.6666666666667
"3656",91360,8,84
"3657",91360,9,1
"3658",91360,10,0.333333333333333
"3659",91360,11,1.33333333333333
"3660",91360,12,3
"3661",91360,13,9.66666666666667
"3662",91360,14,19.6666666666667
"3663",91360,15,29
"3664",91360,16,122
"3665",91361,1,1
"3666",91361,2,0.333333333333333
"3667",91361,3,0.666666666666667
"3668",91361,4,1
"3669",91361,5,5.33333333333333
"3670",91361,6,9
"3671",91361,7,21.6666666666667
"3672",91361,8,43.3333333333333
"3673",91361,9,0.333333333333333
"3674",91361,10,0
"3675",91361,11,1
"3676",91361,12,1.66666666666667
"3677",91361,13,3
"3678",91361,14,6.66666666666667
"3679",91361,15,16
"3680",91361,16,55
"3681",91362,1,0.666666666666667
"3682",91362,2,1.33333333333333
"3683",91362,3,2.33333333333333
"3684",91362,4,2.33333333333333
"3685",91362,5,12.6666666666667
"3686",91362,6,14.3333333333333
"3687",91362,7,20
"3688",91362,8,38.3333333333333
"3689",91362,9,0.666666666666667
"3690",91362,10,0.666666666666667
"3691",91362,11,0.666666666666667
"3692",91362,12,3
"3693",91362,13,12
"3694",91362,14,12
"3695",91362,15,15.6666666666667
"3696",91362,16,55.6666666666667
"3697",91364,1,0.333333333333333
"3698",91364,2,0
"3699",91364,3,1
"3700",91364,4,3
"3701",91364,5,11.3333333333333
"3702",91364,6,9.66666666666667
"3703",91364,7,20.6666666666667
"3704",91364,8,55
"3705",91364,9,0
"3706",91364,10,0
"3707",91364,11,0
"3708",91364,12,1
"3709",91364,13,9
"3710",91364,14,6.33333333333333
"3711",91364,15,15
"3712",91364,16,89.6666666666667
"3713",91367,1,0.666666666666667
"3714",91367,2,0.333333333333333
"3715",91367,3,2
"3716",91367,4,4.66666666666667
"3717",91367,5,18.3333333333333
"3718",91367,6,14
"3719",91367,7,28.6666666666667
"3720",91367,8,74.6666666666667
"3721",91367,9,1
"3722",91367,10,0.666666666666667
"3723",91367,11,1
"3724",91367,12,2
"3725",91367,13,9.33333333333333
"3726",91367,14,11
"3727",91367,15,26
"3728",91367,16,85.6666666666667
"3729",91371,1,0
"3730",91371,2,0
"3731",91371,3,0
"3732",91371,4,0
"3733",91371,5,0
"3734",91371,6,0
"3735",91371,7,0
"3736",91371,8,0
"3737",91371,9,0
"3738",91371,10,0
"3739",91371,11,0
"3740",91371,12,0
"3741",91371,13,0
"3742",91371,14,0
"3743",91371,15,0
"3744",91371,16,0.333333333333333
"3745",91377,1,0.333333333333333
"3746",91377,2,0
"3747",91377,3,0.333333333333333
"3748",91377,4,0.666666666666667
"3749",91377,5,3.33333333333333
"3750",91377,6,4.33333333333333
"3751",91377,7,5.33333333333333
"3752",91377,8,10.3333333333333
"3753",91377,9,0
"3754",91377,10,0
"3755",91377,11,0.333333333333333
"3756",91377,12,0.666666666666667
"3757",91377,13,3.33333333333333
"3758",91377,14,2.33333333333333
"3759",91377,15,3
"3760",91377,16,10
"3761",91381,1,1
"3762",91381,2,0
"3763",91381,3,1
"3764",91381,4,2
"3765",91381,5,5
"3766",91381,6,4.66666666666667
"3767",91381,7,3.33333333333333
"3768",91381,8,10
"3769",91381,9,0
"3770",91381,10,0
"3771",91381,11,1
"3772",91381,12,1.33333333333333
"3773",91381,13,2.33333333333333
"3774",91381,14,3.66666666666667
"3775",91381,15,5
"3776",91381,16,9.33333333333333
"3777",91384,1,1
"3778",91384,2,0
"3779",91384,3,3.33333333333333
"3780",91384,4,4
"3781",91384,5,11
"3782",91384,6,9.33333333333333
"3783",91384,7,6
"3784",91384,8,11.3333333333333
"3785",91384,9,0.333333333333333
"3786",91384,10,0
"3787",91384,11,0.333333333333333
"3788",91384,12,1.33333333333333
"3789",91384,13,6.33333333333333
"3790",91384,14,7
"3791",91384,15,9.66666666666667
"3792",91384,16,18
"3793",91387,1,1.33333333333333
"3794",91387,2,0.333333333333333
"3795",91387,3,4
"3796",91387,4,4.33333333333333
"3797",91387,5,17.3333333333333
"3798",91387,6,13
"3799",91387,7,13.3333333333333
"3800",91387,8,20.6666666666667
"3801",91387,9,3
"3802",91387,10,0
"3803",91387,11,0.333333333333333
"3804",91387,12,3
"3805",91387,13,8
"3806",91387,14,7.33333333333333
"3807",91387,15,11.6666666666667
"3808",91387,16,23.3333333333333
"3809",91390,1,0
"3810",91390,2,0.333333333333333
"3811",91390,3,1.66666666666667
"3812",91390,4,1
"3813",91390,5,7
"3814",91390,6,9.33333333333333
"3815",91390,7,9.66666666666667
"3816",91390,8,8.66666666666667
"3817",91390,9,0.333333333333333
"3818",91390,10,0
"3819",91390,11,0.666666666666667
"3820",91390,12,1.66666666666667
"3821",91390,13,4.66666666666667
"3822",91390,14,5
"3823",91390,15,7
"3824",91390,16,12.3333333333333
"3825",91401,1,1
"3826",91401,2,0
"3827",91401,3,4.66666666666667
"3828",91401,4,8
"3829",91401,5,19.6666666666667
"3830",91401,6,14
"3831",91401,7,18.6666666666667
"3832",91401,8,49.3333333333333
"3833",91401,9,2
"3834",91401,10,0
"3835",91401,11,1
"3836",91401,12,3.33333333333333
"3837",91401,13,10
"3838",91401,14,12.3333333333333
"3839",91401,15,18
"3840",91401,16,65.6666666666667
"3841",91402,1,3.33333333333333
"3842",91402,2,0.333333333333333
"3843",91402,3,7.66666666666667
"3844",91402,4,8.66666666666667
"3845",91402,5,25.6666666666667
"3846",91402,6,23.3333333333333
"3847",91402,7,25.6666666666667
"3848",91402,8,42.6666666666667
"3849",91402,9,1.66666666666667
"3850",91402,10,0.666666666666667
"3851",91402,11,3.66666666666667
"3852",91402,12,4.66666666666667
"3853",91402,13,17.3333333333333
"3854",91402,14,13.6666666666667
"3855",91402,15,27.6666666666667
"3856",91402,16,63.6666666666667
"3857",91403,1,0.666666666666667
"3858",91403,2,0
"3859",91403,3,0
"3860",91403,4,3
"3861",91403,5,10
"3862",91403,6,8
"3863",91403,7,13.6666666666667
"3864",91403,8,34.3333333333333
"3865",91403,9,0
"3866",91403,10,0
"3867",91403,11,0
"3868",91403,12,3
"3869",91403,13,6.33333333333333
"3870",91403,14,6.66666666666667
"3871",91403,15,11.6666666666667
"3872",91403,16,49.6666666666667
"3873",91405,1,4.33333333333333
"3874",91405,2,0.333333333333333
"3875",91405,3,6
"3876",91405,4,8
"3877",91405,5,25.6666666666667
"3878",91405,6,21
"3879",91405,7,23
"3880",91405,8,43
"3881",91405,9,4
"3882",91405,10,0.333333333333333
"3883",91405,11,0.666666666666667
"3884",91405,12,4.33333333333333
"3885",91405,13,10
"3886",91405,14,15.6666666666667
"3887",91405,15,18.6666666666667
"3888",91405,16,77.6666666666667
"3889",91406,1,2
"3890",91406,2,0.666666666666667
"3891",91406,3,3.33333333333333
"3892",91406,4,6.33333333333333
"3893",91406,5,25.3333333333333
"3894",91406,6,19
