"","GEOID","Pop2010","AnnualDeathPerCap","BothShareUnder30","BothShare30To60","BothShareOver50","BothShareOver60","BothShareOver70","BothShareOver80","WhiteShare","BlackShare","HispanicShare","Edu1Share","Edu1to2Share","PovertyShare","Poverty2Share","Income_Less20KShare","Income_Less30KShare","Income_Less40KShare","Income_Less50KShare","Income_Less60KShare","Income_Less75KShare","Income_Less100KShare","UnemployedShare"
"11","90012",31103,0.0058086572570706,0.371346815419734,0.448091823939813,0.28698196315468,0.180561360640453,0.111725557020223,0.0515062855673086,0.139600681606276,0.131337813072694,0.27090634343954,0.406441788565364,0.621106547921185,0.363340978593272,0.655915519877676,0.435162229168912,0.548776544141425,0.617009809205562,0.679745607416191,0.728791635226905,0.801228845531961,0.865581545758327,0.0286866534774007
"12","90013",11772,0.00770189149394041,0.217380224260958,0.598284063880394,0.389738362215426,0.184335711858648,0.0896194359497112,0.037037037037037,0.280411145090044,0.316938498131159,0.204638124362895,0.240520498111096,0.472505946551,0.517757483510908,0.745814307458143,0.545011600928074,0.651972157772622,0.720649651972158,0.747795823665893,0.790951276102088,0.854292343387471,0.887703016241299,0.0974527943226461
"13","90014",7005,0.00961218177492268,0.224839400428266,0.542041399000714,0.407423269093505,0.233119200571021,0.132048536759458,0.0546752319771592,0.308065667380443,0.286224125624554,0.196859386152748,0.326370217166494,0.539193381592554,0.479322567940134,0.712879086254431,0.670524899057873,0.721938088829071,0.779004037685061,0.846298788694482,0.868371467025572,0.885598923283984,0.96043068640646,0.0723865877712032
"14","90015",18986,0.00349380245092875,0.471347308543137,0.415095333403561,0.212999051933003,0.113557358053302,0.0559886231960392,0.0191193511008111,0.102391235647319,0.0653112819972611,0.678131254608659,0.494790731093946,0.666337345069158,0.360983102918587,0.729248449678557,0.420461265523359,0.547309284447073,0.669278533412182,0.733441750443525,0.773358959195742,0.812536960378474,0.88113542282673,0.0694503022634613
"15","90016",47596,0.00688433201669608,0.441675771073199,0.414866795529036,0.264959240272292,0.143457433397765,0.0691024455836625,0.027712412807799,0.0446886292965795,0.36328683082612,0.534960921085806,0.325140425531915,0.55656170212766,0.215170908156932,0.508379529547741,0.27218333034165,0.427032848680668,0.553102375396398,0.634775324597619,0.704541374977562,0.795727876503321,0.903847304493508,0.0783552925413131
"16","90017",23768,0.00366038370918883,0.513126893301919,0.385392123864019,0.18339784584315,0.101480982834063,0.0508246381689667,0.0178391114102996,0.0982413328845507,0.0545270952541232,0.695304611242006,0.501346902125112,0.693205627057767,0.479178832936526,0.756030726382463,0.4792343387471,0.634222737819025,0.719025522041763,0.789907192575406,0.840603248259861,0.876450116009281,0.923085846867749,0.0521848835875674
"17","90018",49310,0.00761170824038396,0.450780774690732,0.404299330764551,0.264631920502941,0.144919894544717,0.0748124112756033,0.0324883390792943,0.0371729872236869,0.306448996146826,0.594443317785439,0.401415671617107,0.653788906162141,0.270754102494064,0.575630870085937,0.299604332879289,0.439709411688396,0.562236492183953,0.660115456963093,0.752545890899656,0.827074009210612,0.911137056496076,0.0819605725087767
"18","90019",64458,0.0060401088046997,0.402851469173725,0.440612491855161,0.283921313103106,0.156536038971113,0.0761581184647367,0.0325172980855751,0.125166775264513,0.228241645722796,0.460780663377703,0.265629606113517,0.475611691875099,0.205945235418019,0.493245490394818,0.22605428679978,0.356199079741652,0.489552112794968,0.586137025623707,0.658406855502554,0.738275148803242,0.827430452952847,0.0681059556110797
"19","90020",38967,0.00359278363743681,0.402597069315061,0.479302999974337,0.232838042446172,0.118099930710601,0.0468858264685503,0.014987040316165,0.103420843277645,0.0549182641722483,0.34998845176688,0.192872989462008,0.402523571824737,0.171113359824271,0.46104104449984,0.222458880605845,0.358004969826056,0.512779552715655,0.617382558277127,0.692994911844752,0.793219737309194,0.893089575198201,0.0813429739821016
"20","90021",3951,0.00674934615709103,0.247785370792205,0.595798532017211,0.36294608959757,0.156416097190585,0.0387243735763098,0.00885851683118198,0.217160212604404,0.303720577069096,0.41280688433308,0.282368537339814,0.479452054794521,0.436971560338201,0.767486548808609,0.606060606060606,0.694949494949495,0.795286195286195,0.795286195286195,0.809427609427609,0.844444444444444,0.887542087542088,0.1008
"21","90022",67179,0.00485270694711145,0.502731508358267,0.372348501763944,0.222078328048944,0.124919989877789,0.0639336697479867,0.0261093496479555,0.0173119576057994,0.00208398457851412,0.969826880423942,0.544955546965597,0.772941631233089,0.233860018202707,0.572624322993599,0.261315314265742,0.394361274538358,0.532300343682647,0.637676938311877,0.728141201141725,0.835381837245879,0.916817149181569,0.0708163552058452
"22","90023",45903,0.00440058383983618,0.525499422695684,0.366947694050498,0.195869551009738,0.107552883253818,0.054353745942531,0.0221554146787792,0.0110668148051326,0.00259242315317082,0.977147463128772,0.587612748045701,0.827380236520345,0.330015123812104,0.691293650256202,0.285660906118636,0.453059318075666,0.604950957496497,0.697431106959365,0.785333956095283,0.874638019617001,0.940028024287716,0.0460113162967108
"23","90024",47452,0.00500154542133805,0.621217230042991,0.229726881901711,0.213141701087415,0.149055888055298,0.091102587878277,0.048322515383967,0.573147601787069,0.0204206355896485,0.0909129225322431,0.0433269531929702,0.127153297372542,0.308684821853396,0.393098043606034,0.246680521879691,0.307989839510449,0.364276642420044,0.416060501096871,0.460454912827618,0.536312204133472,0.621868144556056,0.049293677133861
"24","90025",42147,0.00523564350171226,0.380999833914632,0.456117873158232,0.267160177474079,0.162882292927136,0.0845374522504567,0.0385318053479488,0.577217832823214,0.0267871971907846,0.150758061071962,0.0930806495841077,0.189451875323726,0.1172099825447,0.259871679954711,0.126464374879969,0.208565392740542,0.278231227194162,0.348041098521221,0.422220088342616,0.519973113116958,0.653159208757442,0.0560635865808921
"25","90026",67869,0.00460691430058888,0.419248847043569,0.451546361372644,0.242216623200578,0.129204791583786,0.0620902031855486,0.0236927021173142,0.211127318805346,0.0258144366352827,0.570230885971504,0.297067804408751,0.472560337976325,0.206969954118544,0.485351014713708,0.199952524133565,0.32497230574458,0.44417629371736,0.542728279791106,0.617977528089888,0.709012501978161,0.828176926728913,0.0958398335933437
"26","90027",45151,0.00747122618177522,0.325330557462736,0.486478704790592,0.316515691789772,0.188190737746672,0.102832716883347,0.0437642577130075,0.592832938362384,0.0292352328852074,0.211888994706651,0.130929372135402,0.288282069689105,0.207574038226198,0.393120174443184,0.264814302829232,0.366832549995392,0.441940834946088,0.511058888581698,0.585660307805732,0.666989217583633,0.757948576168095,0.065006847974956
"27","90028",28714,0.00595528313714564,0.402347287037682,0.455178658494114,0.243435258062269,0.142474054468204,0.0767221564393676,0.030472940029254,0.487253604513478,0.0755032388381974,0.321411158319983,0.176735092864125,0.331182795698925,0.254852756661008,0.532437818289173,0.344199686285208,0.481825001704972,0.581395348837209,0.678919729932483,0.751074132169406,0.845597763077133,0.901520834754143,0.0785592175883592
